IDX__global,IDX__step,IDX__sub_step,TARG__MGP_CSUD,FUTU__D_CSUD,FUTU__WIND_CSUD,CONST__wd_sin,CONST__wd_cos,Hour,Date
19425,809,9,48.33,6094,162.838,0.0,1.0,9,2017-03-20
19426,809,10,46.75,6090,155.576,0.0,1.0,10,2017-03-20
19427,809,11,45.43,6268,155.989,0.0,1.0,11,2017-03-20
19428,809,12,42.0,5901,157.858,0.0,1.0,12,2017-03-20
19429,809,13,44.15,5742,157.723,0.0,1.0,13,2017-03-20
19430,809,14,47.58,5599,158.938,0.0,1.0,14,2017-03-20
19431,809,15,50.67,5817,161.231,0.0,1.0,15,2017-03-20
19432,809,16,52.87,5804,156.447,0.0,1.0,16,2017-03-20
19433,809,17,63.75,5729,143.512,0.0,1.0,17,2017-03-20
19434,809,18,90.0,6196,127.617,0.0,1.0,18,2017-03-20
19435,809,19,108.1,6850,116.331,0.0,1.0,19,2017-03-20
19436,809,20,69.75,6739,114.932,0.0,1.0,20,2017-03-20
19437,809,21,52.0,6134,114.896,0.0,1.0,21,2017-03-20
19438,809,22,49.0,5507,108.519,0.0,1.0,22,2017-03-20
19439,809,23,44.79,4754,97.838,0.0,1.0,23,2017-03-20
19440,810,0,47.77,4245,41.453,0.781831,0.62349,0,2017-03-21
19441,810,1,47.77,3855,36.762,0.781831,0.62349,1,2017-03-21
19442,810,2,47.29,3688,33.21,0.781831,0.62349,2,2017-03-21
19443,810,3,47.25,3646,29.6,0.781831,0.62349,3,2017-03-21
19444,810,4,47.32,3678,26.044,0.781831,0.62349,4,2017-03-21
19445,810,5,47.77,3863,25.663,0.781831,0.62349,5,2017-03-21
19446,810,6,46.91,4310,30.555,0.781831,0.62349,6,2017-03-21
19447,810,7,49.99,5150,36.041,0.781831,0.62349,7,2017-03-21
19448,810,8,53.94,5827,37.434,0.781831,0.62349,8,2017-03-21
19449,810,9,52.15,6104,35.558,0.781831,0.62349,9,2017-03-21
19450,810,10,50.87,6057,36.112,0.781831,0.62349,10,2017-03-21
19451,810,11,50.49,6036,43.74,0.781831,0.62349,11,2017-03-21
19452,810,12,44.69,6003,57.668,0.781831,0.62349,12,2017-03-21
19453,810,13,45.0,5846,74.277,0.781831,0.62349,13,2017-03-21
19454,810,14,47.01,5927,89.954,0.781831,0.62349,14,2017-03-21
19455,810,15,50.97,6088,97.111,0.781831,0.62349,15,2017-03-21
19456,810,16,50.11,6123,87.657,0.781831,0.62349,16,2017-03-21
19457,810,17,50.87,6066,67.125,0.781831,0.62349,17,2017-03-21
19458,810,18,54.95,6386,48.437,0.781831,0.62349,18,2017-03-21
19459,810,19,56.98,6979,38.306,0.781831,0.62349,19,2017-03-21
19460,810,20,51.0,6721,34.797,0.781831,0.62349,20,2017-03-21
19461,810,21,50.0,6194,39.124,0.781831,0.62349,21,2017-03-21
19462,810,22,47.77,5585,53.676,0.781831,0.62349,22,2017-03-21
19463,810,23,44.57,4901,72.377,0.781831,0.62349,23,2017-03-21
19464,811,0,42.13,4413,87.276,0.974928,-0.222521,0,2017-03-22
19465,811,1,42.13,4053,97.779,0.974928,-0.222521,1,2017-03-22
19466,811,2,39.0,3856,109.912,0.974928,-0.222521,2,2017-03-22
19467,811,3,38.1,3800,123.154,0.974928,-0.222521,3,2017-03-22
19468,811,4,39.0,3822,138.291,0.974928,-0.222521,4,2017-03-22
19469,811,5,42.13,3978,157.274,0.974928,-0.222521,5,2017-03-22
19470,811,6,46.71,4206,173.093,0.974928,-0.222521,6,2017-03-22
19471,811,7,48.0,4955,185.222,0.974928,-0.222521,7,2017-03-22
19472,811,8,49.47,5473,187.005,0.974928,-0.222521,8,2017-03-22
19473,811,9,49.0,5683,191.852,0.974928,-0.222521,9,2017-03-22
19474,811,10,47.77,5646,229.912,0.974928,-0.222521,10,2017-03-22
19475,811,11,45.72,5441,294.86,0.974928,-0.222521,11,2017-03-22
19476,811,12,40.75,5513,369.454,0.974928,-0.222521,12,2017-03-22
19477,811,13,44.76,5362,424.01,0.974928,-0.222521,13,2017-03-22
19478,811,14,45.57,5240,434.191,0.974928,-0.222521,14,2017-03-22
19479,811,15,52.0,5557,402.568,0.974928,-0.222521,15,2017-03-22
19480,811,16,50.62,5764,350.418,0.974928,-0.222521,16,2017-03-22
19481,811,17,51.94,5835,298.814,0.974928,-0.222521,17,2017-03-22
19482,811,18,65.5,6248,257.908,0.974928,-0.222521,18,2017-03-22
19483,811,19,101.49,6890,234.771,0.974928,-0.222521,19,2017-03-22
19484,811,20,65.75,6702,229.29,0.974928,-0.222521,20,2017-03-22
19485,811,21,50.0,6107,237.525,0.974928,-0.222521,21,2017-03-22
19486,811,22,48.0,5433,254.176,0.974928,-0.222521,22,2017-03-22
19487,811,23,44.01,4849,273.252,0.974928,-0.222521,23,2017-03-22
19488,812,0,38.14,3865,304.189,0.433884,-0.900969,0,2017-03-23
19489,812,1,36.1,3635,308.306,0.433884,-0.900969,1,2017-03-23
19490,812,2,32.53,3543,304.303,0.433884,-0.900969,2,2017-03-23
19491,812,3,32.53,3571,292.016,0.433884,-0.900969,3,2017-03-23
19492,812,4,33.17,3627,276.876,0.433884,-0.900969,4,2017-03-23
19493,812,5,36.54,3723,258.718,0.433884,-0.900969,5,2017-03-23
19494,812,6,42.0,4077,228.569,0.433884,-0.900969,6,2017-03-23
19495,812,7,45.46,4805,190.761,0.433884,-0.900969,7,2017-03-23
19496,812,8,48.62,5559,147.245,0.433884,-0.900969,8,2017-03-23
19497,812,9,48.01,5825,111.976,0.433884,-0.900969,9,2017-03-23
19498,812,10,45.76,5857,109.386,0.433884,-0.900969,10,2017-03-23
19499,812,11,45.1,5696,135.581,0.433884,-0.900969,11,2017-03-23
19500,812,12,39.51,5677,172.969,0.433884,-0.900969,12,2017-03-23
19501,812,13,39.23,5534,199.408,0.433884,-0.900969,13,2017-03-23
19502,812,14,41.32,5517,201.264,0.433884,-0.900969,14,2017-03-23
19503,812,15,45.2,5792,185.677,0.433884,-0.900969,15,2017-03-23
19504,812,16,47.44,5965,163.481,0.433884,-0.900969,16,2017-03-23
19505,812,17,49.0,6060,140.551,0.433884,-0.900969,17,2017-03-23
19506,812,18,51.0,6312,119.363,0.433884,-0.900969,18,2017-03-23
19507,812,19,55.0,6799,98.866,0.433884,-0.900969,19,2017-03-23
19508,812,20,51.0,6300,81.399,0.433884,-0.900969,20,2017-03-23
19509,812,21,49.08,5846,68.317,0.433884,-0.900969,21,2017-03-23
19510,812,22,46.0,5310,56.892,0.433884,-0.900969,22,2017-03-23
19511,812,23,40.53,4774,47.309,0.433884,-0.900969,23,2017-03-23
19512,813,0,39.25,4030,20.557,-0.433884,-0.900969,0,2017-03-24
19513,813,1,36.54,3752,18.708,-0.433884,-0.900969,1,2017-03-24
19514,813,2,36.23,3624,15.883,-0.433884,-0.900969,2,2017-03-24
19515,813,3,35.0,3584,13.874,-0.433884,-0.900969,3,2017-03-24
19516,813,4,34.26,3588,12.673,-0.433884,-0.900969,4,2017-03-24
19517,813,5,38.48,3740,12.376,-0.433884,-0.900969,5,2017-03-24
19518,813,6,44.38,4094,13.682,-0.433884,-0.900969,6,2017-03-24
19519,813,7,50.0,4921,15.646,-0.433884,-0.900969,7,2017-03-24
19520,813,8,53.05,5487,17.893,-0.433884,-0.900969,8,2017-03-24
19521,813,9,51.24,5634,19.423,-0.433884,-0.900969,9,2017-03-24
19522,813,10,48.0,5577,21.533,-0.433884,-0.900969,10,2017-03-24
19523,813,11,46.21,5544,27.329,-0.433884,-0.900969,11,2017-03-24
19524,813,12,40.0,5630,39.265,-0.433884,-0.900969,12,2017-03-24
19525,813,13,38.46,5491,60.194,-0.433884,-0.900969,13,2017-03-24
19526,813,14,42.69,5577,90.26,-0.433884,-0.900969,14,2017-03-24
19527,813,15,45.0,5726,116.604,-0.433884,-0.900969,15,2017-03-24
19528,813,16,47.23,5738,119.959,-0.433884,-0.900969,16,2017-03-24
19529,813,17,49.0,5684,101.718,-0.433884,-0.900969,17,2017-03-24
19530,813,18,62.0,5940,83.138,-0.433884,-0.900969,18,2017-03-24
19531,813,19,82.13,6520,68.629,-0.433884,-0.900969,19,2017-03-24
19532,813,20,77.88,6277,53.362,-0.433884,-0.900969,20,2017-03-24
19533,813,21,51.0,5715,41.125,-0.433884,-0.900969,21,2017-03-24
19534,813,22,49.0,5214,32.263,-0.433884,-0.900969,22,2017-03-24
19535,813,23,42.5,4668,25.504,-0.433884,-0.900969,23,2017-03-24
19536,814,0,48.0,4225,17.365,-0.974928,-0.222521,0,2017-03-25
19537,814,1,48.0,4023,18.626,-0.974928,-0.222521,1,2017-03-25
19538,814,2,43.02,3756,21.377,-0.974928,-0.222521,2,2017-03-25
19539,814,3,39.87,3697,23.423,-0.974928,-0.222521,3,2017-03-25
19540,814,4,43.02,3682,24.763,-0.974928,-0.222521,4,2017-03-25
19541,814,5,48.0,3648,24.314,-0.974928,-0.222521,5,2017-03-25
19542,814,6,48.0,3747,21.589,-0.974928,-0.222521,6,2017-03-25
19543,814,7,48.0,4346,15.734,-0.974928,-0.222521,7,2017-03-25
19544,814,8,45.0,4812,10.161,-0.974928,-0.222521,8,2017-03-25
19545,814,9,45.0,4810,8.871,-0.974928,-0.222521,9,2017-03-25
19546,814,10,45.0,4699,13.791,-0.974928,-0.222521,10,2017-03-25
19547,814,11,42.36,4711,27.818,-0.974928,-0.222521,11,2017-03-25
19548,814,12,37.99,4654,50.497,-0.974928,-0.222521,12,2017-03-25
19549,814,13,36.68,4358,72.529,-0.974928,-0.222521,13,2017-03-25
19550,814,14,37.99,4368,87.782,-0.974928,-0.222521,14,2017-03-25
19551,814,15,42.36,4389,95.891,-0.974928,-0.222521,15,2017-03-25
19552,814,16,48.0,4619,99.277,-0.974928,-0.222521,16,2017-03-25
19553,814,17,50.0,4882,102.356,-0.974928,-0.222521,17,2017-03-25
19554,814,18,51.0,5306,108.592,-0.974928,-0.222521,18,2017-03-25
19555,814,19,57.69,5972,126.895,-0.974928,-0.222521,19,2017-03-25
19556,814,20,55.0,5897,171.514,-0.974928,-0.222521,20,2017-03-25
19557,814,21,50.0,5344,241.753,-0.974928,-0.222521,21,2017-03-25
19558,814,22,48.0,4880,315.063,-0.974928,-0.222521,22,2017-03-25
19559,814,23,39.82,4511,385.537,-0.974928,-0.222521,23,2017-03-25
19560,815,0,40.0,4169,451.08,-0.781831,0.62349,0,2017-03-26
19561,815,1,37.37,3897,501.432,-0.781831,0.62349,1,2017-03-26
19562,815,2,36.0,3550,531.544,-0.781831,0.62349,2,2017-03-26
19563,815,3,36.68,3477,561.656,-0.781831,0.62349,3,2017-03-26
19564,815,4,39.21,3474,610.371,-0.781831,0.62349,4,2017-03-26
19565,815,5,38.15,3550,603.162,-0.781831,0.62349,5,2017-03-26
19566,815,6,38.2,3678,576.914,-0.781831,0.62349,6,2017-03-26
19567,815,7,36.99,4111,548.478,-0.781831,0.62349,7,2017-03-26
19568,815,8,38.49,4425,506.386,-0.781831,0.62349,8,2017-03-26
19569,815,9,41.41,4480,445.419,-0.781831,0.62349,9,2017-03-26
19570,815,10,39.11,4531,367.759,-0.781831,0.62349,10,2017-03-26
19571,815,11,37.25,4554,272.993,-0.781831,0.62349,11,2017-03-26
19572,815,12,33.8,4295,196.663,-0.781831,0.62349,12,2017-03-26
19573,815,13,33.02,3996,167.14,-0.781831,0.62349,13,2017-03-26
19574,815,14,34.93,4019,170.524,-0.781831,0.62349,14,2017-03-26
19575,815,15,36.99,4055,188.951,-0.781831,0.62349,15,2017-03-26
19576,815,16,39.4,4059,197.447,-0.781831,0.62349,16,2017-03-26
19577,815,17,45.41,4172,176.756,-0.781831,0.62349,17,2017-03-26
19578,815,18,49.48,4722,149.061,-0.781831,0.62349,18,2017-03-26
19579,815,19,49.0,5228,133.212,-0.781831,0.62349,19,2017-03-26
19580,815,20,48.0,5134,116.818,-0.781831,0.62349,20,2017-03-26
19581,815,21,48.0,4707,102.456,-0.781831,0.62349,21,2017-03-26
19582,815,22,41.5,4208,108.632,-0.781831,0.62349,22,2017-03-26
19583,815,23,39.8,4012,138.795,-0.781831,0.62349,23,2017-03-26
19584,816,0,38.1,3816,143.224,0.0,1.0,0,2017-03-27
19585,816,1,33.98,3457,208.453,0.0,1.0,1,2017-03-27
19586,816,2,31.98,3268,286.574,0.0,1.0,2,2017-03-27
19587,816,3,31.0,3224,342.278,0.0,1.0,3,2017-03-27
19588,816,4,31.97,3225,387.955,0.0,1.0,4,2017-03-27
19589,816,5,33.97,3410,417.076,0.0,1.0,5,2017-03-27
19590,816,6,39.31,4013,433.794,0.0,1.0,6,2017-03-27
19591,816,7,48.0,4694,462.783,0.0,1.0,7,2017-03-27
19592,816,8,48.16,5287,511.469,0.0,1.0,8,2017-03-27
19593,816,9,45.9,5710,556.856,0.0,1.0,9,2017-03-27
19594,816,10,42.69,5828,571.786,0.0,1.0,10,2017-03-27
19595,816,11,38.1,5465,569.367,0.0,1.0,11,2017-03-27
19596,816,12,32.68,5338,565.53,0.0,1.0,12,2017-03-27
19597,816,13,30.98,5278,559.139,0.0,1.0,13,2017-03-27
19598,816,14,33.98,5309,563.134,0.0,1.0,14,2017-03-27
19599,816,15,36.68,5235,581.245,0.0,1.0,15,2017-03-27
19600,816,16,38.66,5245,592.687,0.0,1.0,16,2017-03-27
19601,816,17,43.88,5220,577.734,0.0,1.0,17,2017-03-27
19602,816,18,49.08,5263,537.04,0.0,1.0,18,2017-03-27
19603,816,19,51.0,5949,495.576,0.0,1.0,19,2017-03-27
19604,816,20,51.0,6386,475.545,0.0,1.0,20,2017-03-27
19605,816,21,49.08,6059,470.186,0.0,1.0,21,2017-03-27
19606,816,22,47.16,5405,468.819,0.0,1.0,22,2017-03-27
19607,816,23,39.55,4827,462.424,0.0,1.0,23,2017-03-27
19608,817,0,36.99,4050,384.207,0.781831,0.62349,0,2017-03-28
19609,817,1,36.68,3766,379.704,0.781831,0.62349,1,2017-03-28
19610,817,2,33.6,3569,377.855,0.781831,0.62349,2,2017-03-28
19611,817,3,32.0,3521,369.459,0.781831,0.62349,3,2017-03-28
19612,817,4,32.69,3549,353.167,0.781831,0.62349,4,2017-03-28
19613,817,5,36.99,3715,328.724,0.781831,0.62349,5,2017-03-28
19614,817,6,46.16,4273,299.115,0.781831,0.62349,6,2017-03-28
19615,817,7,49.0,4863,282.246,0.781831,0.62349,7,2017-03-28
19616,817,8,50.0,5488,293.519,0.781831,0.62349,8,2017-03-28
19617,817,9,48.64,6030,332.118,0.781831,0.62349,9,2017-03-28
19618,817,10,43.89,6235,374.184,0.781831,0.62349,10,2017-03-28
19619,817,11,39.54,5951,393.666,0.781831,0.62349,11,2017-03-28
19620,817,12,36.99,5713,392.216,0.781831,0.62349,12,2017-03-28
19621,817,13,35.16,5442,380.218,0.781831,0.62349,13,2017-03-28
19622,817,14,38.35,5475,353.615,0.781831,0.62349,14,2017-03-28
19623,817,15,39.04,5529,313.048,0.781831,0.62349,15,2017-03-28
19624,817,16,42.0,5361,274.766,0.781831,0.62349,16,2017-03-28
19625,817,17,46.43,5394,243.597,0.781831,0.62349,17,2017-03-28
19626,817,18,51.01,5537,210.715,0.781831,0.62349,18,2017-03-28
19627,817,19,67.5,6084,172.183,0.781831,0.62349,19,2017-03-28
19628,817,20,61.84,6555,128.455,0.781831,0.62349,20,2017-03-28
19629,817,21,51.0,6182,86.39,0.781831,0.62349,21,2017-03-28
19630,817,22,48.0,5577,56.921,0.781831,0.62349,22,2017-03-28
19631,817,23,43.88,4962,41.926,0.781831,0.62349,23,2017-03-28
19632,818,0,41.5,4197,52.267,0.974928,-0.222521,0,2017-03-29
19633,818,1,40.65,3866,51.25,0.974928,-0.222521,1,2017-03-29
19634,818,2,36.99,3667,54.349,0.974928,-0.222521,2,2017-03-29
19635,818,3,36.99,3561,61.79,0.974928,-0.222521,3,2017-03-29
19636,818,4,36.99,3573,69.576,0.974928,-0.222521,4,2017-03-29
19637,818,5,41.5,3809,75.461,0.974928,-0.222521,5,2017-03-29
19638,818,6,44.66,4267,79.136,0.974928,-0.222521,6,2017-03-29
19639,818,7,49.02,4824,80.278,0.974928,-0.222521,7,2017-03-29
19640,818,8,54.0,5377,77.779,0.974928,-0.222521,8,2017-03-29
19641,818,9,49.0,5648,72.484,0.974928,-0.222521,9,2017-03-29
19642,818,10,43.58,5598,74.406,0.974928,-0.222521,10,2017-03-29
19643,818,11,40.7,5755,82.749,0.974928,-0.222521,11,2017-03-29
19644,818,12,36.99,5764,96.331,0.974928,-0.222521,12,2017-03-29
19645,818,13,34.2,5460,119.558,0.974928,-0.222521,13,2017-03-29
19646,818,14,34.02,5475,146.641,0.974928,-0.222521,14,2017-03-29
19647,818,15,34.3,5525,170.392,0.974928,-0.222521,15,2017-03-29
19648,818,16,39.0,5507,182.824,0.974928,-0.222521,16,2017-03-29
19649,818,17,44.01,5439,172.61,0.974928,-0.222521,17,2017-03-29
19650,818,18,51.0,5305,140.199,0.974928,-0.222521,18,2017-03-29
19651,818,19,56.69,5771,109.941,0.974928,-0.222521,19,2017-03-29
19652,818,20,55.01,5970,98.037,0.974928,-0.222521,20,2017-03-29
19653,818,21,51.0,5584,99.148,0.974928,-0.222521,21,2017-03-29
19654,818,22,46.0,5028,111.034,0.974928,-0.222521,22,2017-03-29
19655,818,23,39.0,4566,133.213,0.974928,-0.222521,23,2017-03-29
19656,819,0,36.99,4201,197.452,0.433884,-0.900969,0,2017-03-30
19657,819,1,36.68,3734,205.028,0.433884,-0.900969,1,2017-03-30
19658,819,2,35.0,3580,208.865,0.433884,-0.900969,2,2017-03-30
19659,819,3,32.0,3499,213.425,0.433884,-0.900969,3,2017-03-30
19660,819,4,33.0,3511,222.687,0.433884,-0.900969,4,2017-03-30
19661,819,5,36.68,3766,241.451,0.433884,-0.900969,5,2017-03-30
19662,819,6,44.01,4217,273.436,0.433884,-0.900969,6,2017-03-30
19663,819,7,49.02,4803,308.978,0.433884,-0.900969,7,2017-03-30
19664,819,8,52.08,5523,333.994,0.433884,-0.900969,8,2017-03-30
19665,819,9,47.5,5742,348.873,0.433884,-0.900969,9,2017-03-30
19666,819,10,41.45,5710,357.578,0.433884,-0.900969,10,2017-03-30
19667,819,11,38.42,5688,366.0,0.433884,-0.900969,11,2017-03-30
19668,819,12,33.01,5462,389.041,0.433884,-0.900969,12,2017-03-30
19669,819,13,30.98,5294,422.44,0.433884,-0.900969,13,2017-03-30
19670,819,14,31.51,5257,441.392,0.433884,-0.900969,14,2017-03-30
19671,819,15,35.0,5356,435.077,0.433884,-0.900969,15,2017-03-30
19672,819,16,36.68,5313,406.266,0.433884,-0.900969,16,2017-03-30
19673,819,17,43.57,5390,358.359,0.433884,-0.900969,17,2017-03-30
19674,819,18,50.0,5460,305.921,0.433884,-0.900969,18,2017-03-30
19675,819,19,55.63,6095,272.765,0.433884,-0.900969,19,2017-03-30
19676,819,20,54.0,6661,261.969,0.433884,-0.900969,20,2017-03-30
19677,819,21,49.1,6176,259.859,0.433884,-0.900969,21,2017-03-30
19678,819,22,46.43,5602,260.122,0.433884,-0.900969,22,2017-03-30
19679,819,23,38.1,4888,258.233,0.433884,-0.900969,23,2017-03-30
19680,820,0,36.68,4166,264.68,-0.433884,-0.900969,0,2017-03-31
19681,820,1,30.78,3889,267.341,-0.433884,-0.900969,1,2017-03-31
19682,820,2,28.59,3610,256.073,-0.433884,-0.900969,2,2017-03-31
19683,820,3,28.58,3523,225.826,-0.433884,-0.900969,3,2017-03-31
19684,820,4,28.85,3542,181.528,-0.433884,-0.900969,4,2017-03-31
19685,820,5,36.68,3724,138.109,-0.433884,-0.900969,5,2017-03-31
19686,820,6,44.21,4440,106.47,-0.433884,-0.900969,6,2017-03-31
19687,820,7,50.0,5139,83.586,-0.433884,-0.900969,7,2017-03-31
19688,820,8,52.08,5620,64.936,-0.433884,-0.900969,8,2017-03-31
19689,820,9,49.0,5734,49.947,-0.433884,-0.900969,9,2017-03-31
19690,820,10,44.19,5829,42.702,-0.433884,-0.900969,10,2017-03-31
19691,820,11,42.36,5588,39.286,-0.433884,-0.900969,11,2017-03-31
19692,820,12,35.24,5422,35.976,-0.433884,-0.900969,12,2017-03-31
19693,820,13,33.0,5316,37.756,-0.433884,-0.900969,13,2017-03-31
19694,820,14,36.68,5371,42.696,-0.433884,-0.900969,14,2017-03-31
19695,820,15,37.61,5439,46.654,-0.433884,-0.900969,15,2017-03-31
19696,820,16,42.4,5398,46.561,-0.433884,-0.900969,16,2017-03-31
19697,820,17,47.98,5497,41.222,-0.433884,-0.900969,17,2017-03-31
19698,820,18,51.0,5420,33.436,-0.433884,-0.900969,18,2017-03-31
19699,820,19,65.0,5820,26.883,-0.433884,-0.900969,19,2017-03-31
19700,820,20,60.0,6181,24.97,-0.433884,-0.900969,20,2017-03-31
19701,820,21,50.15,5607,34.407,-0.433884,-0.900969,21,2017-03-31
19702,820,22,48.0,5194,57.442,-0.433884,-0.900969,22,2017-03-31
19703,820,23,42.0,4341,85.531,-0.433884,-0.900969,23,2017-03-31
19704,821,0,43.93,4166,159.122,-0.974928,-0.222521,0,2017-04-01
19705,821,1,45.42,3637,184.033,-0.974928,-0.222521,1,2017-04-01
19706,821,2,38.85,3419,200.249,-0.974928,-0.222521,2,2017-04-01
19707,821,3,38.17,3341,205.973,-0.974928,-0.222521,3,2017-04-01
19708,821,4,36.68,3367,201.999,-0.974928,-0.222521,4,2017-04-01
19709,821,5,38.2,3472,196.718,-0.974928,-0.222521,5,2017-04-01
19710,821,6,43.17,3600,195.173,-0.974928,-0.222521,6,2017-04-01
19711,821,7,46.53,3897,191.519,-0.974928,-0.222521,7,2017-04-01
19712,821,8,50.0,4403,177.316,-0.974928,-0.222521,8,2017-04-01
19713,821,9,50.0,4850,155.728,-0.974928,-0.222521,9,2017-04-01
19714,821,10,49.03,5031,141.314,-0.974928,-0.222521,10,2017-04-01
19715,821,11,44.01,4885,142.583,-0.974928,-0.222521,11,2017-04-01
19716,821,12,37.68,4896,167.483,-0.974928,-0.222521,12,2017-04-01
19717,821,13,35.25,4890,208.46,-0.974928,-0.222521,13,2017-04-01
19718,821,14,36.37,4630,243.076,-0.974928,-0.222521,14,2017-04-01
19719,821,15,37.0,4631,254.316,-0.974928,-0.222521,15,2017-04-01
19720,821,16,38.12,4708,247.305,-0.974928,-0.222521,16,2017-04-01
19721,821,17,43.0,4760,232.238,-0.974928,-0.222521,17,2017-04-01
19722,821,18,48.0,5104,210.365,-0.974928,-0.222521,18,2017-04-01
19723,821,19,49.03,5642,184.244,-0.974928,-0.222521,19,2017-04-01
19724,821,20,51.0,5935,157.857,-0.974928,-0.222521,20,2017-04-01
19725,821,21,50.0,5227,143.39,-0.974928,-0.222521,21,2017-04-01
19726,821,22,43.19,4906,145.382,-0.974928,-0.222521,22,2017-04-01
19727,821,23,40.36,4305,156.251,-0.974928,-0.222521,23,2017-04-01
19728,822,0,38.1,4006,139.27,-0.781831,0.62349,0,2017-04-02
19729,822,1,36.68,3801,159.713,-0.781831,0.62349,1,2017-04-02
19730,822,2,36.1,3634,174.322,-0.781831,0.62349,2,2017-04-02
19731,822,3,33.98,3429,176.036,-0.781831,0.62349,3,2017-04-02
19732,822,4,34.67,3385,160.605,-0.781831,0.62349,4,2017-04-02
19733,822,5,38.1,3507,135.123,-0.781831,0.62349,5,2017-04-02
19734,822,6,39.0,3622,119.246,-0.781831,0.62349,6,2017-04-02
19735,822,7,42.5,3619,119.303,-0.781831,0.62349,7,2017-04-02
19736,822,8,42.53,3899,125.057,-0.781831,0.62349,8,2017-04-02
19737,822,9,43.99,4307,148.991,-0.781831,0.62349,9,2017-04-02
19738,822,10,44.04,4721,214.948,-0.781831,0.62349,10,2017-04-02
19739,822,11,39.37,4884,299.985,-0.781831,0.62349,11,2017-04-02
19740,822,12,38.04,4893,370.045,-0.781831,0.62349,12,2017-04-02
19741,822,13,32.13,4624,425.902,-0.781831,0.62349,13,2017-04-02
19742,822,14,32.11,4260,425.318,-0.781831,0.62349,14,2017-04-02
19743,822,15,33.99,4129,354.153,-0.781831,0.62349,15,2017-04-02
19744,822,16,35.95,4241,251.186,-0.781831,0.62349,16,2017-04-02
19745,822,17,36.37,4261,181.981,-0.781831,0.62349,17,2017-04-02
19746,822,18,43.25,4168,161.02,-0.781831,0.62349,18,2017-04-02
19747,822,19,44.02,4433,164.347,-0.781831,0.62349,19,2017-04-02
19748,822,20,46.41,4954,209.868,-0.781831,0.62349,20,2017-04-02
19749,822,21,44.04,4762,259.097,-0.781831,0.62349,21,2017-04-02
19750,822,22,44.0,4582,285.463,-0.781831,0.62349,22,2017-04-02
19751,822,23,41.2,4205,302.968,-0.781831,0.62349,23,2017-04-02
19752,823,0,37.68,4039,429.277,0.0,1.0,0,2017-04-03
19753,823,1,32.26,3714,491.767,0.0,1.0,1,2017-04-03
19754,823,2,29.88,3584,553.359,0.0,1.0,2,2017-04-03
19755,823,3,28.94,3470,614.934,0.0,1.0,3,2017-04-03
19756,823,4,28.96,3482,678.868,0.0,1.0,4,2017-04-03
19757,823,5,32.2,3698,721.301,0.0,1.0,5,2017-04-03
19758,823,6,42.77,4379,748.057,0.0,1.0,6,2017-04-03
19759,823,7,49.28,5067,752.901,0.0,1.0,7,2017-04-03
19760,823,8,54.02,5821,715.313,0.0,1.0,8,2017-04-03
19761,823,9,50.0,6369,684.48,0.0,1.0,9,2017-04-03
19762,823,10,48.51,6317,673.008,0.0,1.0,10,2017-04-03
19763,823,11,44.95,6221,647.364,0.0,1.0,11,2017-04-03
19764,823,12,38.93,6189,618.883,0.0,1.0,12,2017-04-03
19765,823,13,36.68,6041,597.75,0.0,1.0,13,2017-04-03
19766,823,14,36.97,6080,574.744,0.0,1.0,14,2017-04-03
19767,823,15,42.0,6076,539.235,0.0,1.0,15,2017-04-03
19768,823,16,45.5,6095,496.103,0.0,1.0,16,2017-04-03
19769,823,17,46.18,5981,459.801,0.0,1.0,17,2017-04-03
19770,823,18,50.0,5918,407.23,0.0,1.0,18,2017-04-03
19771,823,19,52.0,6022,350.908,0.0,1.0,19,2017-04-03
19772,823,20,56.14,6597,321.151,0.0,1.0,20,2017-04-03
19773,823,21,51.83,6173,292.752,0.0,1.0,21,2017-04-03
19774,823,22,46.01,5556,255.027,0.0,1.0,22,2017-04-03
19775,823,23,44.18,4887,225.156,0.0,1.0,23,2017-04-03
19776,824,0,38.1,4165,259.252,0.781831,0.62349,0,2017-04-04
19777,824,1,36.37,3815,255.127,0.781831,0.62349,1,2017-04-04
19778,824,2,34.99,3644,246.053,0.781831,0.62349,2,2017-04-04
19779,824,3,34.99,3499,239.188,0.781831,0.62349,3,2017-04-04
19780,824,4,35.32,3524,232.358,0.781831,0.62349,4,2017-04-04
19781,824,5,39.69,3735,222.634,0.781831,0.62349,5,2017-04-04
19782,824,6,50.28,4376,210.473,0.781831,0.62349,6,2017-04-04
19783,824,7,52.0,4991,190.779,0.781831,0.62349,7,2017-04-04
19784,824,8,66.0,5688,171.786,0.781831,0.62349,8,2017-04-04
19785,824,9,52.0,6164,162.779,0.781831,0.62349,9,2017-04-04
19786,824,10,50.68,6130,154.91,0.781831,0.62349,10,2017-04-04
19787,824,11,49.0,6007,150.98,0.781831,0.62349,11,2017-04-04
19788,824,12,44.5,5960,156.284,0.781831,0.62349,12,2017-04-04
19789,824,13,41.02,5811,163.087,0.781831,0.62349,13,2017-04-04
19790,824,14,45.66,5813,162.932,0.781831,0.62349,14,2017-04-04
19791,824,15,49.0,5770,159.623,0.781831,0.62349,15,2017-04-04
19792,824,16,49.0,5790,160.125,0.781831,0.62349,16,2017-04-04
19793,824,17,49.0,5773,151.029,0.781831,0.62349,17,2017-04-04
19794,824,18,50.68,5793,120.158,0.781831,0.62349,18,2017-04-04
