IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SICI,FUTU__D_SICI,FUTU__WIND_SICI,CONST__wd_sin,CONST__wd_cos,Hour,Date
16183,674,7,46.53,1552.0,336.989,-0.974928,-0.222521,7,2016-11-05
16184,674,8,50.83,1816.0,387.894,-0.974928,-0.222521,8,2016-11-05
16185,674,9,46.53,2018.0,451.082,-0.974928,-0.222521,9,2016-11-05
16186,674,10,42.0,1993.0,515.977,-0.974928,-0.222521,10,2016-11-05
16187,674,11,37.99,1960.0,586.648,-0.974928,-0.222521,11,2016-11-05
16188,674,12,35.16,2018.0,655.186,-0.974928,-0.222521,12,2016-11-05
16189,674,13,35.0,1997.0,700.893,-0.974928,-0.222521,13,2016-11-05
16190,674,14,35.99,1970.0,726.875,-0.974928,-0.222521,14,2016-11-05
16191,674,15,39.37,2003.0,739.239,-0.974928,-0.222521,15,2016-11-05
16192,674,16,50.04,2022.0,744.218,-0.974928,-0.222521,16,2016-11-05
16193,674,17,54.69208,2157.0,746.929,-0.974928,-0.222521,17,2016-11-05
16194,674,18,55.0,2262.0,737.477,-0.974928,-0.222521,18,2016-11-05
16195,674,19,56.0,2242.0,739.879,-0.974928,-0.222521,19,2016-11-05
16196,674,20,55.0,2152.0,744.127,-0.974928,-0.222521,20,2016-11-05
16197,674,21,52.56,1950.0,753.19,-0.974928,-0.222521,21,2016-11-05
16198,674,22,46.08,1814.0,771.973,-0.974928,-0.222521,22,2016-11-05
16199,674,23,42.0,1751.0,793.878,-0.974928,-0.222521,23,2016-11-05
16200,675,0,44.8,1665.0,765.047,-0.781831,0.62349,0,2016-11-06
16201,675,1,42.24,1539.0,777.575,-0.781831,0.62349,1,2016-11-06
16202,675,2,38.428,1473.0,782.704,-0.781831,0.62349,2,2016-11-06
16203,675,3,35.99,1418.0,796.659,-0.781831,0.62349,3,2016-11-06
16204,675,4,33.16,1431.0,806.496,-0.781831,0.62349,4,2016-11-06
16205,675,5,35.5,1458.0,812.293,-0.781831,0.62349,5,2016-11-06
16206,675,6,39.36,1505.0,804.984,-0.781831,0.62349,6,2016-11-06
16207,675,7,39.37,1705.0,799.823,-0.781831,0.62349,7,2016-11-06
16208,675,8,39.7,1927.0,799.437,-0.781831,0.62349,8,2016-11-06
16209,675,9,39.7,2037.0,802.312,-0.781831,0.62349,9,2016-11-06
16210,675,10,39.36,2059.0,799.392,-0.781831,0.62349,10,2016-11-06
16211,675,11,36.94,1955.0,797.353,-0.781831,0.62349,11,2016-11-06
16212,675,12,37.75,1971.0,795.122,-0.781831,0.62349,12,2016-11-06
16213,675,13,34.01,1851.0,806.223,-0.781831,0.62349,13,2016-11-06
16214,675,14,37.0,1732.0,774.862,-0.781831,0.62349,14,2016-11-06
16215,675,15,39.37,1818.0,739.269,-0.781831,0.62349,15,2016-11-06
16216,675,16,41.88,1851.0,704.059,-0.781831,0.62349,16,2016-11-06
16217,675,17,54.0,1994.0,663.776,-0.781831,0.62349,17,2016-11-06
16218,675,18,55.0,2051.0,625.985,-0.781831,0.62349,18,2016-11-06
16219,675,19,55.0,2044.0,577.333,-0.781831,0.62349,19,2016-11-06
16220,675,20,55.0,2038.0,546.252,-0.781831,0.62349,20,2016-11-06
16221,675,21,54.0,1946.0,511.767,-0.781831,0.62349,21,2016-11-06
16222,675,22,53.0,1835.0,474.539,-0.781831,0.62349,22,2016-11-06
16223,675,23,42.69,1685.0,447.468,-0.781831,0.62349,23,2016-11-06
16224,676,0,42.62,1470.0,388.067,0.0,1.0,0,2016-11-07
16225,676,1,41.04,1341.0,321.816,0.0,1.0,1,2016-11-07
16226,676,2,40.11234,1291.0,243.033,0.0,1.0,2,2016-11-07
16227,676,3,39.37,1283.0,198.096,0.0,1.0,3,2016-11-07
16228,676,4,39.37,1292.0,145.849,0.0,1.0,4,2016-11-07
16229,676,5,43.44,1363.0,100.422,0.0,1.0,5,2016-11-07
16230,676,6,47.36,1540.0,32.986,0.0,1.0,6,2016-11-07
16231,676,7,53.0,1747.0,25.379,0.0,1.0,7,2016-11-07
16232,676,8,61.69,1910.0,2.58,0.0,1.0,8,2016-11-07
16233,676,9,53.0,1947.0,5.619,0.0,1.0,9,2016-11-07
16234,676,10,45.35,1817.0,33.427,0.0,1.0,10,2016-11-07
16235,676,11,44.12,1760.0,100.098,0.0,1.0,11,2016-11-07
16236,676,12,44.71,1805.0,161.31,0.0,1.0,12,2016-11-07
16237,676,13,46.07,1789.0,255.276,0.0,1.0,13,2016-11-07
16238,676,14,53.0,1892.0,426.609,0.0,1.0,14,2016-11-07
16239,676,15,54.0,1965.0,647.351,0.0,1.0,15,2016-11-07
16240,676,16,55.0,2071.0,787.532,0.0,1.0,16,2016-11-07
16241,676,17,65.08,2335.0,852.691,0.0,1.0,17,2016-11-07
16242,676,18,85.08,2392.0,895.623,0.0,1.0,18,2016-11-07
16243,676,19,85.08,2417.0,912.362,0.0,1.0,19,2016-11-07
16244,676,20,85.08,2325.0,924.768,0.0,1.0,20,2016-11-07
16245,676,21,56.0,2163.0,971.646,0.0,1.0,21,2016-11-07
16246,676,22,54.0,1936.0,992.075,0.0,1.0,22,2016-11-07
16247,676,23,53.0,1771.0,951.497,0.0,1.0,23,2016-11-07
16248,677,0,46.07,1550.0,940.788,0.781831,0.62349,0,2016-11-08
16249,677,1,46.07,1436.0,864.886,0.781831,0.62349,1,2016-11-08
16250,677,2,45.44,1397.0,739.648,0.781831,0.62349,2,2016-11-08
16251,677,3,43.5,1362.0,616.482,0.781831,0.62349,3,2016-11-08
16252,677,4,43.23,1382.0,547.696,0.781831,0.62349,4,2016-11-08
16253,677,5,45.95,1445.0,460.31,0.781831,0.62349,5,2016-11-08
16254,677,6,50.25,1608.0,380.784,0.781831,0.62349,6,2016-11-08
16255,677,7,54.0,1832.0,330.431,0.781831,0.62349,7,2016-11-08
16256,677,8,55.0,2006.0,346.053,0.781831,0.62349,8,2016-11-08
16257,677,9,54.0,2089.0,386.361,0.781831,0.62349,9,2016-11-08
16258,677,10,50.46,1942.0,441.231,0.781831,0.62349,10,2016-11-08
16259,677,11,50.0,1870.0,517.011,0.781831,0.62349,11,2016-11-08
16260,677,12,50.46,1842.0,574.589,0.781831,0.62349,12,2016-11-08
16261,677,13,50.46,1849.0,626.668,0.781831,0.62349,13,2016-11-08
16262,677,14,53.0,1964.0,666.056,0.781831,0.62349,14,2016-11-08
16263,677,15,55.0,2042.0,681.278,0.781831,0.62349,15,2016-11-08
16264,677,16,55.0,2162.0,652.211,0.781831,0.62349,16,2016-11-08
16265,677,17,65.08,2419.0,633.766,0.781831,0.62349,17,2016-11-08
16266,677,18,85.08,2506.0,632.973,0.781831,0.62349,18,2016-11-08
16267,677,19,84.38,2518.0,610.521,0.781831,0.62349,19,2016-11-08
16268,677,20,84.38,2391.0,543.78,0.781831,0.62349,20,2016-11-08
16269,677,21,55.0,2216.0,489.764,0.781831,0.62349,21,2016-11-08
16270,677,22,50.88,2000.0,489.383,0.781831,0.62349,22,2016-11-08
16271,677,23,46.55,1841.0,539.315,0.781831,0.62349,23,2016-11-08
16272,678,0,51.84,1627.0,693.771,0.974928,-0.222521,0,2016-11-09
16273,678,1,51.16,1496.0,755.588,0.974928,-0.222521,1,2016-11-09
16274,678,2,49.55,1411.0,803.366,0.974928,-0.222521,2,2016-11-09
16275,678,3,48.01,1372.0,871.283,0.974928,-0.222521,3,2016-11-09
16276,678,4,47.0,1361.0,926.26,0.974928,-0.222521,4,2016-11-09
16277,678,5,49.63,1426.0,944.653,0.974928,-0.222521,5,2016-11-09
16278,678,6,46.99,1582.0,952.813,0.974928,-0.222521,6,2016-11-09
16279,678,7,52.59,1807.0,956.733,0.974928,-0.222521,7,2016-11-09
16280,678,8,51.82,1950.0,937.131,0.974928,-0.222521,8,2016-11-09
16281,678,9,51.27,1971.0,924.2,0.974928,-0.222521,9,2016-11-09
16282,678,10,43.58,1960.0,986.281,0.974928,-0.222521,10,2016-11-09
16283,678,11,39.7,1906.0,1052.711,0.974928,-0.222521,11,2016-11-09
16284,678,12,39.7,1899.0,1056.323,0.974928,-0.222521,12,2016-11-09
16285,678,13,39.7,1893.0,1024.642,0.974928,-0.222521,13,2016-11-09
16286,678,14,44.42,1930.0,969.771,0.974928,-0.222521,14,2016-11-09
16287,678,15,51.82,2003.0,901.216,0.974928,-0.222521,15,2016-11-09
16288,678,16,53.0,2116.0,795.424,0.974928,-0.222521,16,2016-11-09
16289,678,17,55.0,2363.0,679.879,0.974928,-0.222521,17,2016-11-09
16290,678,18,56.0,2431.0,606.185,0.974928,-0.222521,18,2016-11-09
16291,678,19,84.38,2488.0,598.855,0.974928,-0.222521,19,2016-11-09
16292,678,20,83.95,2406.0,640.585,0.974928,-0.222521,20,2016-11-09
16293,678,21,53.0,2241.0,696.717,0.974928,-0.222521,21,2016-11-09
16294,678,22,49.11,2033.0,819.202,0.974928,-0.222521,22,2016-11-09
16295,678,23,45.0,1846.0,885.789,0.974928,-0.222521,23,2016-11-09
16296,679,0,43.89,1544.0,830.32,0.433884,-0.900969,0,2016-11-10
16297,679,1,41.66,1435.0,859.925,0.433884,-0.900969,1,2016-11-10
16298,679,2,39.7,1355.0,881.218,0.433884,-0.900969,2,2016-11-10
16299,679,3,39.44,1315.0,914.938,0.433884,-0.900969,3,2016-11-10
16300,679,4,39.37,1346.0,926.93,0.433884,-0.900969,4,2016-11-10
16301,679,5,39.37,1390.0,927.851,0.433884,-0.900969,5,2016-11-10
16302,679,6,39.49,1514.0,913.014,0.433884,-0.900969,6,2016-11-10
16303,679,7,45.0,1761.0,890.85,0.433884,-0.900969,7,2016-11-10
16304,679,8,45.0,1930.0,882.319,0.433884,-0.900969,8,2016-11-10
16305,679,9,39.7,2039.0,901.495,0.433884,-0.900969,9,2016-11-10
16306,679,10,37.0,2018.0,934.901,0.433884,-0.900969,10,2016-11-10
16307,679,11,34.99,1937.0,940.85,0.433884,-0.900969,11,2016-11-10
16308,679,12,34.99,1980.0,916.13,0.433884,-0.900969,12,2016-11-10
16309,679,13,36.0,1943.0,867.956,0.433884,-0.900969,13,2016-11-10
16310,679,14,39.37,1982.0,793.718,0.433884,-0.900969,14,2016-11-10
16311,679,15,45.0,1969.0,700.83,0.433884,-0.900969,15,2016-11-10
16312,679,16,54.0,2021.0,603.818,0.433884,-0.900969,16,2016-11-10
16313,679,17,64.38,2184.0,534.118,0.433884,-0.900969,17,2016-11-10
16314,679,18,83.95,2285.0,474.378,0.433884,-0.900969,18,2016-11-10
16315,679,19,84.38,2288.0,435.863,0.433884,-0.900969,19,2016-11-10
16316,679,20,84.38,2230.0,422.674,0.433884,-0.900969,20,2016-11-10
16317,679,21,56.0,2058.0,432.53,0.433884,-0.900969,21,2016-11-10
16318,679,22,49.63,1872.0,450.458,0.433884,-0.900969,22,2016-11-10
16319,679,23,48.14,1694.0,481.6,0.433884,-0.900969,23,2016-11-10
16320,680,0,52.0,1529.0,455.481,-0.433884,-0.900969,0,2016-11-11
16321,680,1,50.02,1470.0,454.212,-0.433884,-0.900969,1,2016-11-11
16322,680,2,46.55,1422.0,441.614,-0.433884,-0.900969,2,2016-11-11
16323,680,3,44.0,1381.0,433.267,-0.433884,-0.900969,3,2016-11-11
16324,680,4,42.16928,1403.0,430.792,-0.433884,-0.900969,4,2016-11-11
16325,680,5,46.64,1467.0,431.58,-0.433884,-0.900969,5,2016-11-11
16326,680,6,52.09,1551.0,426.377,-0.433884,-0.900969,6,2016-11-11
16327,680,7,54.0,1735.0,401.687,-0.433884,-0.900969,7,2016-11-11
16328,680,8,54.0,1909.0,373.938,-0.433884,-0.900969,8,2016-11-11
16329,680,9,53.0,1889.0,392.817,-0.433884,-0.900969,9,2016-11-11
16330,680,10,39.7,1903.0,452.87,-0.433884,-0.900969,10,2016-11-11
16331,680,11,39.36,1920.0,525.109,-0.433884,-0.900969,11,2016-11-11
16332,680,12,37.99,1943.0,558.614,-0.433884,-0.900969,12,2016-11-11
16333,680,13,35.99,1917.0,565.587,-0.433884,-0.900969,13,2016-11-11
16334,680,14,39.36,1755.0,550.393,-0.433884,-0.900969,14,2016-11-11
16335,680,15,41.23,1870.0,538.367,-0.433884,-0.900969,15,2016-11-11
16336,680,16,48.0,2097.0,550.928,-0.433884,-0.900969,16,2016-11-11
16337,680,17,64.38,2359.0,581.054,-0.433884,-0.900969,17,2016-11-11
16338,680,18,84.38,2360.0,626.272,-0.433884,-0.900969,18,2016-11-11
16339,680,19,84.38,2349.0,671.634,-0.433884,-0.900969,19,2016-11-11
16340,680,20,74.69,2312.0,726.508,-0.433884,-0.900969,20,2016-11-11
16341,680,21,51.0,2137.0,786.297,-0.433884,-0.900969,21,2016-11-11
16342,680,22,46.43,2014.0,840.017,-0.433884,-0.900969,22,2016-11-11
16343,680,23,43.0,1807.0,875.903,-0.433884,-0.900969,23,2016-11-11
16344,681,0,46.1,1588.0,925.392,-0.974928,-0.222521,0,2016-11-12
16345,681,1,42.1,1523.0,914.347,-0.974928,-0.222521,1,2016-11-12
16346,681,2,41.96,1404.0,869.256,-0.974928,-0.222521,2,2016-11-12
16347,681,3,41.61,1339.0,808.042,-0.974928,-0.222521,3,2016-11-12
16348,681,4,41.68,1337.0,766.808,-0.974928,-0.222521,4,2016-11-12
16349,681,5,41.96,1392.0,723.047,-0.974928,-0.222521,5,2016-11-12
16350,681,6,46.05,1485.0,675.661,-0.974928,-0.222521,6,2016-11-12
16351,681,7,49.63,1640.0,655.336,-0.974928,-0.222521,7,2016-11-12
16352,681,8,49.63,1832.0,678.772,-0.974928,-0.222521,8,2016-11-12
16353,681,9,46.05,1955.0,714.985,-0.974928,-0.222521,9,2016-11-12
16354,681,10,41.6,1922.0,761.163,-0.974928,-0.222521,10,2016-11-12
16355,681,11,34.66,1866.0,802.286,-0.974928,-0.222521,11,2016-11-12
16356,681,12,35.8,1793.0,823.463,-0.974928,-0.222521,12,2016-11-12
16357,681,13,36.99,1787.0,799.49,-0.974928,-0.222521,13,2016-11-12
16358,681,14,41.6,1667.0,733.062,-0.974928,-0.222521,14,2016-11-12
16359,681,15,46.0,1755.0,649.15,-0.974928,-0.222521,15,2016-11-12
16360,681,16,56.0,1942.0,554.453,-0.974928,-0.222521,16,2016-11-12
16361,681,17,64.38,2258.0,487.994,-0.974928,-0.222521,17,2016-11-12
16362,681,18,84.38,2351.0,439.398,-0.974928,-0.222521,18,2016-11-12
16363,681,19,84.5,2327.0,383.349,-0.974928,-0.222521,19,2016-11-12
16364,681,20,84.38,2218.0,323.445,-0.974928,-0.222521,20,2016-11-12
16365,681,21,84.38,2023.0,279.381,-0.974928,-0.222521,21,2016-11-12
16366,681,22,69.87,1827.0,251.285,-0.974928,-0.222521,22,2016-11-12
16367,681,23,54.23,1667.0,230.419,-0.974928,-0.222521,23,2016-11-12
16368,682,0,58.0,1601.0,253.246,-0.781831,0.62349,0,2016-11-13
16369,682,1,55.59,1523.0,228.991,-0.781831,0.62349,1,2016-11-13
16370,682,2,49.1,1439.0,205.644,-0.781831,0.62349,2,2016-11-13
16371,682,3,46.51,1399.0,191.497,-0.781831,0.62349,3,2016-11-13
16372,682,4,47.21,1408.0,155.681,-0.781831,0.62349,4,2016-11-13
16373,682,5,47.49,1415.0,104.053,-0.781831,0.62349,5,2016-11-13
16374,682,6,49.61,1411.0,50.328,-0.781831,0.62349,6,2016-11-13
16375,682,7,49.72,1376.0,0.0,-0.781831,0.62349,7,2016-11-13
16376,682,8,54.3,1522.0,0.0,-0.781831,0.62349,8,2016-11-13
16377,682,9,55.0,1722.0,0.0,-0.781831,0.62349,9,2016-11-13
16378,682,10,56.0,1794.0,0.0,-0.781831,0.62349,10,2016-11-13
16379,682,11,56.1,1822.0,0.0,-0.781831,0.62349,11,2016-11-13
16380,682,12,56.0,1761.0,27.302,-0.781831,0.62349,12,2016-11-13
16381,682,13,53.33,1553.0,33.919,-0.781831,0.62349,13,2016-11-13
16382,682,14,50.77,1480.0,20.311,-0.781831,0.62349,14,2016-11-13
16383,682,15,50.83,1573.0,11.811,-0.781831,0.62349,15,2016-11-13
16384,682,16,61.49,1766.0,0.0,-0.781831,0.62349,16,2016-11-13
16385,682,17,64.08,2006.0,0.626,-0.781831,0.62349,17,2016-11-13
16386,682,18,84.08,2040.0,0.0,-0.781831,0.62349,18,2016-11-13
16387,682,19,84.08,2060.0,12.789,-0.781831,0.62349,19,2016-11-13
16388,682,20,84.08,2063.0,25.164,-0.781831,0.62349,20,2016-11-13
16389,682,21,84.08,1972.0,53.748,-0.781831,0.62349,21,2016-11-13
16390,682,22,83.95,1813.0,92.308,-0.781831,0.62349,22,2016-11-13
16391,682,23,58.09,1666.0,127.992,-0.781831,0.62349,23,2016-11-13
16392,683,0,51.33,1438.0,85.006,0.0,1.0,0,2016-11-14
16393,683,1,49.38,1316.0,99.093,0.0,1.0,1,2016-11-14
16394,683,2,48.63,1264.0,114.245,0.0,1.0,2,2016-11-14
16395,683,3,48.63,1255.0,135.255,0.0,1.0,3,2016-11-14
16396,683,4,48.73,1263.0,172.01,0.0,1.0,4,2016-11-14
16397,683,5,49.38,1342.0,223.788,0.0,1.0,5,2016-11-14
16398,683,6,64.5,1529.0,278.817,0.0,1.0,6,2016-11-14
16399,683,7,78.5,1778.0,314.149,0.0,1.0,7,2016-11-14
16400,683,8,78.5,1966.0,324.716,0.0,1.0,8,2016-11-14
16401,683,9,78.99,1964.0,308.898,0.0,1.0,9,2016-11-14
16402,683,10,64.5,1884.0,271.545,0.0,1.0,10,2016-11-14
16403,683,11,64.38,1890.0,256.27,0.0,1.0,11,2016-11-14
16404,683,12,62.56,1912.0,257.956,0.0,1.0,12,2016-11-14
16405,683,13,59.0,1839.0,263.007,0.0,1.0,13,2016-11-14
16406,683,14,64.38,1849.0,271.403,0.0,1.0,14,2016-11-14
16407,683,15,65.08,1962.0,283.158,0.0,1.0,15,2016-11-14
16408,683,16,65.08,2041.0,284.727,0.0,1.0,16,2016-11-14
16409,683,17,110.0,2318.0,285.162,0.0,1.0,17,2016-11-14
16410,683,18,104.3,2379.0,297.699,0.0,1.0,18,2016-11-14
16411,683,19,100.0,2399.0,307.682,0.0,1.0,19,2016-11-14
16412,683,20,84.38,2306.0,310.138,0.0,1.0,20,2016-11-14
16413,683,21,84.38,2112.0,311.783,0.0,1.0,21,2016-11-14
16414,683,22,74.69,1914.0,320.244,0.0,1.0,22,2016-11-14
16415,683,23,57.0,1700.0,327.045,0.0,1.0,23,2016-11-14
16416,684,0,64.38,1511.0,371.649,0.781831,0.62349,0,2016-11-15
16417,684,1,56.40297,1386.0,364.04,0.781831,0.62349,1,2016-11-15
16418,684,2,51.0,1329.0,361.53,0.781831,0.62349,2,2016-11-15
16419,684,3,51.27,1306.0,352.645,0.781831,0.62349,3,2016-11-15
16420,684,4,51.0,1307.0,337.377,0.781831,0.62349,4,2016-11-15
16421,684,5,53.33,1392.0,317.481,0.781831,0.62349,5,2016-11-15
16422,684,6,64.38,1559.0,298.211,0.781831,0.62349,6,2016-11-15
16423,684,7,79.08,1800.0,263.626,0.781831,0.62349,7,2016-11-15
16424,684,8,100.91451,2011.0,215.858,0.781831,0.62349,8,2016-11-15
16425,684,9,93.0,2035.0,170.099,0.781831,0.62349,9,2016-11-15
16426,684,10,64.5,1914.0,137.179,0.781831,0.62349,10,2016-11-15
16427,684,11,61.29,1910.0,103.047,0.781831,0.62349,11,2016-11-15
16428,684,12,59.0,1918.0,92.46,0.781831,0.62349,12,2016-11-15
16429,684,13,63.46,1814.0,80.908,0.781831,0.62349,13,2016-11-15
16430,684,14,64.5,1825.0,83.662,0.781831,0.62349,14,2016-11-15
16431,684,15,64.5,1948.0,85.094,0.781831,0.62349,15,2016-11-15
16432,684,16,65.08,2076.0,26.668,0.781831,0.62349,16,2016-11-15
16433,684,17,120.0,2354.0,38.636,0.781831,0.62349,17,2016-11-15
16434,684,18,150.0,2398.0,59.426,0.781831,0.62349,18,2016-11-15
16435,684,19,114.18802,2430.0,148.084,0.781831,0.62349,19,2016-11-15
16436,684,20,85.01,2331.0,176.34,0.781831,0.62349,20,2016-11-15
16437,684,21,83.95,2135.0,237.296,0.781831,0.62349,21,2016-11-15
16438,684,22,58.22,1936.0,295.512,0.781831,0.62349,22,2016-11-15
16439,684,23,57.0,1731.0,322.721,0.781831,0.62349,23,2016-11-15
16440,685,0,57.57,1596.0,279.22,0.974928,-0.222521,0,2016-11-16
16441,685,1,54.8,1479.0,301.544,0.974928,-0.222521,1,2016-11-16
16442,685,2,52.52,1409.0,327.727,0.974928,-0.222521,2,2016-11-16
16443,685,3,52.24,1392.0,344.836,0.974928,-0.222521,3,2016-11-16
16444,685,4,52.58,1393.0,348.143,0.974928,-0.222521,4,2016-11-16
16445,685,5,53.65,1456.0,350.871,0.974928,-0.222521,5,2016-11-16
16446,685,6,64.38,1601.0,362.941,0.974928,-0.222521,6,2016-11-16
16447,685,7,78.38,1834.0,364.382,0.974928,-0.222521,7,2016-11-16
16448,685,8,78.5,2017.0,367.807,0.974928,-0.222521,8,2016-11-16
16449,685,9,71.8,2096.0,368.611,0.974928,-0.222521,9,2016-11-16
16450,685,10,64.38,2252.0,355.485,0.974928,-0.222521,10,2016-11-16
16451,685,11,60.93,2314.0,320.037,0.974928,-0.222521,11,2016-11-16
16452,685,12,58.0,2300.0,281.777,0.974928,-0.222521,12,2016-11-16
16453,685,13,59.0,2236.0,257.937,0.974928,-0.222521,13,2016-11-16
16454,685,14,64.5,2125.0,249.164,0.974928,-0.222521,14,2016-11-16
16455,685,15,64.5,2217.0,244.474,0.974928,-0.222521,15,2016-11-16
16456,685,16,76.95255,2291.0,254.379,0.974928,-0.222521,16,2016-11-16
16457,685,17,96.2,2393.0,287.498,0.974928,-0.222521,17,2016-11-16
16458,685,18,101.6,2470.0,334.711,0.974928,-0.222521,18,2016-11-16
16459,685,19,85.08,2514.0,373.15,0.974928,-0.222521,19,2016-11-16
16460,685,20,80.13,2432.0,397.353,0.974928,-0.222521,20,2016-11-16
16461,685,21,68.0,2233.0,419.351,0.974928,-0.222521,21,2016-11-16
16462,685,22,60.56,2023.0,433.278,0.974928,-0.222521,22,2016-11-16
16463,685,23,57.0,1818.0,428.044,0.974928,-0.222521,23,2016-11-16
16464,686,0,54.60214,1610.0,451.066,0.433884,-0.900969,0,2016-11-17
16465,686,1,50.77,1476.0,432.289,0.433884,-0.900969,1,2016-11-17
16466,686,2,49.12,1387.0,404.832,0.433884,-0.900969,2,2016-11-17
16467,686,3,49.04,1358.0,378.726,0.433884,-0.900969,3,2016-11-17
16468,686,4,49.19,1366.0,379.541,0.433884,-0.900969,4,2016-11-17
16469,686,5,50.0,1466.0,394.551,0.433884,-0.900969,5,2016-11-17
16470,686,6,58.0,1623.0,395.74,0.433884,-0.900969,6,2016-11-17
16471,686,7,69.0,1872.0,381.406,0.433884,-0.900969,7,2016-11-17
16472,686,8,69.53,2070.0,356.223,0.433884,-0.900969,8,2016-11-17
16473,686,9,64.38,2169.0,339.064,0.433884,-0.900969,9,2016-11-17
16474,686,10,58.0,2231.0,321.139,0.433884,-0.900969,10,2016-11-17
16475,686,11,58.0,2230.0,298.456,0.433884,-0.900969,11,2016-11-17
16476,686,12,57.0,2200.0,277.351,0.433884,-0.900969,12,2016-11-17
16477,686,13,57.0,2140.0,289.692,0.433884,-0.900969,13,2016-11-17
16478,686,14,59.0,2091.0,314.634,0.433884,-0.900969,14,2016-11-17
16479,686,15,59.58,2077.0,343.168,0.433884,-0.900969,15,2016-11-17
16480,686,16,64.5,2194.0,375.87,0.433884,-0.900969,16,2016-11-17
16481,686,17,75.6,2440.0,431.137,0.433884,-0.900969,17,2016-11-17
16482,686,18,83.95,2476.0,499.348,0.433884,-0.900969,18,2016-11-17
16483,686,19,84.38,2507.0,550.877,0.433884,-0.900969,19,2016-11-17
16484,686,20,79.0,2453.0,580.384,0.433884,-0.900969,20,2016-11-17
16485,686,21,59.53,2263.0,605.373,0.433884,-0.900969,21,2016-11-17
16486,686,22,56.44,2017.0,616.062,0.433884,-0.900969,22,2016-11-17
16487,686,23,50.77,1790.0,615.436,0.433884,-0.900969,23,2016-11-17
16488,687,0,50.0,1631.0,437.499,-0.433884,-0.900969,0,2016-11-18
16489,687,1,45.54,1508.0,445.714,-0.433884,-0.900969,1,2016-11-18
16490,687,2,45.0,1430.0,452.249,-0.433884,-0.900969,2,2016-11-18
16491,687,3,43.99,1403.0,467.537,-0.433884,-0.900969,3,2016-11-18
16492,687,4,41.96,1413.0,488.046,-0.433884,-0.900969,4,2016-11-18
16493,687,5,48.0,1484.0,510.818,-0.433884,-0.900969,5,2016-11-18
16494,687,6,54.57,1650.0,549.404,-0.433884,-0.900969,6,2016-11-18
16495,687,7,58.0,1896.0,581.395,-0.433884,-0.900969,7,2016-11-18
16496,687,8,67.82,2104.0,612.725,-0.433884,-0.900969,8,2016-11-18
16497,687,9,59.0,2218.0,640.089,-0.433884,-0.900969,9,2016-11-18
16498,687,10,57.0,2294.0,662.96,-0.433884,-0.900969,10,2016-11-18
16499,687,11,56.0,2290.0,687.033,-0.433884,-0.900969,11,2016-11-18
16500,687,12,55.0,2252.0,711.154,-0.433884,-0.900969,12,2016-11-18
16501,687,13,54.89,2188.0,742.534,-0.433884,-0.900969,13,2016-11-18
16502,687,14,57.0,2097.0,773.438,-0.433884,-0.900969,14,2016-11-18
16503,687,15,57.0,2044.0,804.885,-0.433884,-0.900969,15,2016-11-18
16504,687,16,58.0,2173.0,810.39,-0.433884,-0.900969,16,2016-11-18
16505,687,17,64.5,2417.0,788.882,-0.433884,-0.900969,17,2016-11-18
16506,687,18,73.31,2432.0,770.956,-0.433884,-0.900969,18,2016-11-18
16507,687,19,67.89,2449.0,755.744,-0.433884,-0.900969,19,2016-11-18
16508,687,20,64.33,2390.0,754.244,-0.433884,-0.900969,20,2016-11-18
16509,687,21,59.0,2201.0,768.033,-0.433884,-0.900969,21,2016-11-18
16510,687,22,56.0,1985.0,770.173,-0.433884,-0.900969,22,2016-11-18
16511,687,23,50.43,1781.0,767.421,-0.433884,-0.900969,23,2016-11-18
16512,688,0,56.35583,1596.0,690.265,-0.974928,-0.222521,0,2016-11-19
16513,688,1,52.20481,1483.0,711.648,-0.974928,-0.222521,1,2016-11-19
16514,688,2,49.25,1386.0,738.7,-0.974928,-0.222521,2,2016-11-19
16515,688,3,46.73,1324.0,762.294,-0.974928,-0.222521,3,2016-11-19
16516,688,4,47.32,1334.0,762.293,-0.974928,-0.222521,4,2016-11-19
16517,688,5,47.38,1405.0,750.368,-0.974928,-0.222521,5,2016-11-19
16518,688,6,46.59,1481.0,728.976,-0.974928,-0.222521,6,2016-11-19
16519,688,7,49.25,1683.0,717.557,-0.974928,-0.222521,7,2016-11-19
16520,688,8,53.25,1880.0,696.02,-0.974928,-0.222521,8,2016-11-19
16521,688,9,58.0,2009.0,670.989,-0.974928,-0.222521,9,2016-11-19
16522,688,10,58.0,2054.0,625.63,-0.974928,-0.222521,10,2016-11-19
16523,688,11,58.0,2025.0,555.315,-0.974928,-0.222521,11,2016-11-19
16524,688,12,57.0,2013.0,470.531,-0.974928,-0.222521,12,2016-11-19
16525,688,13,54.28,1945.0,401.646,-0.974928,-0.222521,13,2016-11-19
16526,688,14,50.0,1855.0,337.212,-0.974928,-0.222521,14,2016-11-19
16527,688,15,49.25,1877.0,275.929,-0.974928,-0.222521,15,2016-11-19
16528,688,16,54.38,2017.0,252.716,-0.974928,-0.222521,16,2016-11-19
16529,688,17,64.38,2274.0,262.843,-0.974928,-0.222521,17,2016-11-19
16530,688,18,84.38,2364.0,234.246,-0.974928,-0.222521,18,2016-11-19
16531,688,19,84.38,2407.0,215.832,-0.974928,-0.222521,19,2016-11-19
