IDX__global,IDX__step,IDX__sub_step,TARG__MGP_CNOR,FUTU__D_CNOR,FUTU__WIND_CNOR,CONST__wd_sin,CONST__wd_cos,Hour,Date
26546,1106,2,38.0,2454.0,14.88,0.433884,-0.900969,2,2018-01-11
26547,1106,3,38.2,2433.0,13.578,0.433884,-0.900969,3,2018-01-11
26548,1106,4,37.8,2473.0,11.481,0.433884,-0.900969,4,2018-01-11
26549,1106,5,40.71,2639.0,10.416,0.433884,-0.900969,5,2018-01-11
26550,1106,6,49.0,3117.0,10.304,0.433884,-0.900969,6,2018-01-11
26551,1106,7,53.78,3816.0,10.447,0.433884,-0.900969,7,2018-01-11
26552,1106,8,59.61,4441.0,11.164,0.433884,-0.900969,8,2018-01-11
26553,1106,9,59.02,4758.0,10.572,0.433884,-0.900969,9,2018-01-11
26554,1106,10,57.58,4725.0,9.746,0.433884,-0.900969,10,2018-01-11
26555,1106,11,57.45,4624.0,10.379,0.433884,-0.900969,11,2018-01-11
26556,1106,12,54.61,4456.0,12.195,0.433884,-0.900969,12,2018-01-11
26557,1106,13,54.83,4263.0,15.939,0.433884,-0.900969,13,2018-01-11
26558,1106,14,54.74,4422.0,17.971,0.433884,-0.900969,14,2018-01-11
26559,1106,15,61.27,4480.0,18.906,0.433884,-0.900969,15,2018-01-11
26560,1106,16,63.5,4649.0,21.064,0.433884,-0.900969,16,2018-01-11
26561,1106,17,72.44,4730.0,24.587,0.433884,-0.900969,17,2018-01-11
26562,1106,18,73.02,4626.0,29.749,0.433884,-0.900969,18,2018-01-11
26563,1106,19,68.92,4478.0,34.345,0.433884,-0.900969,19,2018-01-11
26564,1106,20,55.84,4167.0,38.353,0.433884,-0.900969,20,2018-01-11
26565,1106,21,50.33,3789.0,41.567,0.433884,-0.900969,21,2018-01-11
26566,1106,22,48.98,3403.0,44.214,0.433884,-0.900969,22,2018-01-11
26567,1106,23,44.69,3101.0,47.782,0.433884,-0.900969,23,2018-01-11
26568,1107,0,47.19,2781.0,52.417,-0.433884,-0.900969,0,2018-01-12
26569,1107,1,44.26,2565.0,54.813,-0.433884,-0.900969,1,2018-01-12
26570,1107,2,43.5,2530.0,56.425,-0.433884,-0.900969,2,2018-01-12
26571,1107,3,39.16,2487.0,57.441,-0.433884,-0.900969,3,2018-01-12
26572,1107,4,39.1,2490.0,57.274,-0.433884,-0.900969,4,2018-01-12
26573,1107,5,41.89,2678.0,57.578,-0.433884,-0.900969,5,2018-01-12
26574,1107,6,49.0,3200.0,59.065,-0.433884,-0.900969,6,2018-01-12
26575,1107,7,52.24,3930.0,60.058,-0.433884,-0.900969,7,2018-01-12
26576,1107,8,55.21,4511.0,59.65,-0.433884,-0.900969,8,2018-01-12
26577,1107,9,56.02,4725.0,58.535,-0.433884,-0.900969,9,2018-01-12
26578,1107,10,54.61,4917.0,56.698,-0.433884,-0.900969,10,2018-01-12
26579,1107,11,53.17,4848.0,54.842,-0.433884,-0.900969,11,2018-01-12
26580,1107,12,52.08,4578.0,53.51,-0.433884,-0.900969,12,2018-01-12
26581,1107,13,51.41,4370.0,52.558,-0.433884,-0.900969,13,2018-01-12
26582,1107,14,52.18,4536.0,52.643,-0.433884,-0.900969,14,2018-01-12
26583,1107,15,52.28,4597.0,52.906,-0.433884,-0.900969,15,2018-01-12
26584,1107,16,52.53,4696.0,52.799,-0.433884,-0.900969,16,2018-01-12
26585,1107,17,54.84,4808.0,53.619,-0.433884,-0.900969,17,2018-01-12
26586,1107,18,55.34,4881.0,54.355,-0.433884,-0.900969,18,2018-01-12
26587,1107,19,54.53,4690.0,54.252,-0.433884,-0.900969,19,2018-01-12
26588,1107,20,52.0,4313.0,54.911,-0.433884,-0.900969,20,2018-01-12
26589,1107,21,50.0,3879.0,55.416,-0.433884,-0.900969,21,2018-01-12
26590,1107,22,45.15,3471.0,55.169,-0.433884,-0.900969,22,2018-01-12
26591,1107,23,43.57,3080.0,54.166,-0.433884,-0.900969,23,2018-01-12
26592,1108,0,44.59,2823.0,50.766,-0.974928,-0.222521,0,2018-01-13
26593,1108,1,42.25,2614.0,50.136,-0.974928,-0.222521,1,2018-01-13
26594,1108,2,36.11,2505.0,49.489,-0.974928,-0.222521,2,2018-01-13
26595,1108,3,33.8,2456.0,48.532,-0.974928,-0.222521,3,2018-01-13
26596,1108,4,32.55,2397.0,47.44,-0.974928,-0.222521,4,2018-01-13
26597,1108,5,32.55,2455.0,46.608,-0.974928,-0.222521,5,2018-01-13
26598,1108,6,43.56,2789.0,46.034,-0.974928,-0.222521,6,2018-01-13
26599,1108,7,52.1,3192.0,45.48,-0.974928,-0.222521,7,2018-01-13
26600,1108,8,52.93,3476.0,44.126,-0.974928,-0.222521,8,2018-01-13
26601,1108,9,53.29,3700.0,41.989,-0.974928,-0.222521,9,2018-01-13
26602,1108,10,52.51,3889.0,40.535,-0.974928,-0.222521,10,2018-01-13
26603,1108,11,47.73,3893.0,40.71,-0.974928,-0.222521,11,2018-01-13
26604,1108,12,44.7,3537.0,40.529,-0.974928,-0.222521,12,2018-01-13
26605,1108,13,43.78,3253.0,38.204,-0.974928,-0.222521,13,2018-01-13
26606,1108,14,45.0,3271.0,34.183,-0.974928,-0.222521,14,2018-01-13
26607,1108,15,48.73,3297.0,29.82,-0.974928,-0.222521,15,2018-01-13
26608,1108,16,52.83,3365.0,27.388,-0.974928,-0.222521,16,2018-01-13
26609,1108,17,60.0,3711.0,28.235,-0.974928,-0.222521,17,2018-01-13
26610,1108,18,60.0,3941.0,30.219,-0.974928,-0.222521,18,2018-01-13
26611,1108,19,56.34,3934.0,30.745,-0.974928,-0.222521,19,2018-01-13
26612,1108,20,52.76,3664.0,29.85,-0.974928,-0.222521,20,2018-01-13
26613,1108,21,50.5,3329.0,29.147,-0.974928,-0.222521,21,2018-01-13
26614,1108,22,46.66,2999.0,29.745,-0.974928,-0.222521,22,2018-01-13
26615,1108,23,44.1,2788.0,30.63,-0.974928,-0.222521,23,2018-01-13
26616,1109,0,42.04,2769.0,32.603,-0.781831,0.62349,0,2018-01-14
26617,1109,1,36.07,2645.0,30.74,-0.781831,0.62349,1,2018-01-14
26618,1109,2,35.02,2435.0,29.243,-0.781831,0.62349,2,2018-01-14
26619,1109,3,33.18,2367.0,28.611,-0.781831,0.62349,3,2018-01-14
26620,1109,4,32.81,2372.0,28.363,-0.781831,0.62349,4,2018-01-14
26621,1109,5,32.55,2331.0,27.781,-0.781831,0.62349,5,2018-01-14
26622,1109,6,36.1,2396.0,25.581,-0.781831,0.62349,6,2018-01-14
26623,1109,7,43.56,2494.0,20.879,-0.781831,0.62349,7,2018-01-14
26624,1109,8,45.92,2674.0,16.516,-0.781831,0.62349,8,2018-01-14
26625,1109,9,47.93,3097.0,13.519,-0.781831,0.62349,9,2018-01-14
26626,1109,10,51.5,3294.0,9.806,-0.781831,0.62349,10,2018-01-14
26627,1109,11,51.03,3212.0,6.684,-0.781831,0.62349,11,2018-01-14
26628,1109,12,51.03,3149.0,4.71,-0.781831,0.62349,12,2018-01-14
26629,1109,13,48.73,3056.0,3.676,-0.781831,0.62349,13,2018-01-14
26630,1109,14,49.13,3019.0,3.612,-0.781831,0.62349,14,2018-01-14
26631,1109,15,51.1,3156.0,4.384,-0.781831,0.62349,15,2018-01-14
26632,1109,16,55.33,3218.0,6.152,-0.781831,0.62349,16,2018-01-14
26633,1109,17,61.0,3456.0,8.765,-0.781831,0.62349,17,2018-01-14
26634,1109,18,62.5,3715.0,11.561,-0.781831,0.62349,18,2018-01-14
26635,1109,19,58.84,3885.0,13.87,-0.781831,0.62349,19,2018-01-14
26636,1109,20,58.32,3773.0,14.818,-0.781831,0.62349,20,2018-01-14
26637,1109,21,53.0,3549.0,14.43,-0.781831,0.62349,21,2018-01-14
26638,1109,22,48.73,3328.0,13.847,-0.781831,0.62349,22,2018-01-14
26639,1109,23,43.65,3071.0,13.762,-0.781831,0.62349,23,2018-01-14
26640,1110,0,42.0,2596.0,6.422,0.0,1.0,0,2018-01-15
26641,1110,1,35.15,2421.0,7.477,0.0,1.0,1,2018-01-15
26642,1110,2,32.55,2395.0,8.133,0.0,1.0,2,2018-01-15
26643,1110,3,32.78,2394.0,8.007,0.0,1.0,3,2018-01-15
26644,1110,4,32.55,2399.0,7.361,0.0,1.0,4,2018-01-15
26645,1110,5,36.1,2552.0,6.242,0.0,1.0,5,2018-01-15
26646,1110,6,48.36,3170.0,5.423,0.0,1.0,6,2018-01-15
26647,1110,7,54.19,4010.0,4.628,0.0,1.0,7,2018-01-15
26648,1110,8,61.35,4617.0,3.94,0.0,1.0,8,2018-01-15
26649,1110,9,56.0,5020.0,3.183,0.0,1.0,9,2018-01-15
26650,1110,10,54.59,5245.0,2.135,0.0,1.0,10,2018-01-15
26651,1110,11,53.77,5058.0,1.552,0.0,1.0,11,2018-01-15
26652,1110,12,51.65,4563.0,1.686,0.0,1.0,12,2018-01-15
26653,1110,13,51.4,4727.0,2.339,0.0,1.0,13,2018-01-15
26654,1110,14,53.77,4808.0,3.085,0.0,1.0,14,2018-01-15
26655,1110,15,56.33,4786.0,3.94,0.0,1.0,15,2018-01-15
26656,1110,16,61.35,4902.0,5.062,0.0,1.0,16,2018-01-15
26657,1110,17,65.0,5004.0,7.122,0.0,1.0,17,2018-01-15
26658,1110,18,60.0,4951.0,10.523,0.0,1.0,18,2018-01-15
26659,1110,19,56.69,4646.0,15.77,0.0,1.0,19,2018-01-15
26660,1110,20,54.0,4314.0,23.018,0.0,1.0,20,2018-01-15
26661,1110,21,52.65,3990.0,30.393,0.0,1.0,21,2018-01-15
26662,1110,22,51.6,3607.0,37.03,0.0,1.0,22,2018-01-15
26663,1110,23,47.27,3212.0,42.214,0.0,1.0,23,2018-01-15
26664,1111,0,44.81,2906.0,50.828,0.781831,0.62349,0,2018-01-16
26665,1111,1,42.65,2719.0,52.786,0.781831,0.62349,1,2018-01-16
26666,1111,2,37.0,2661.0,55.738,0.781831,0.62349,2,2018-01-16
26667,1111,3,32.01,2640.0,57.496,0.781831,0.62349,3,2018-01-16
26668,1111,4,32.01,2672.0,58.535,0.781831,0.62349,4,2018-01-16
26669,1111,5,40.0,2819.0,59.311,0.781831,0.62349,5,2018-01-16
26670,1111,6,47.1,3355.0,60.002,0.781831,0.62349,6,2018-01-16
26671,1111,7,51.0,4136.0,61.77,0.781831,0.62349,7,2018-01-16
26672,1111,8,66.01,4721.0,61.571,0.781831,0.62349,8,2018-01-16
26673,1111,9,68.0,5072.0,60.511,0.781831,0.62349,9,2018-01-16
26674,1111,10,66.0,5266.0,61.557,0.781831,0.62349,10,2018-01-16
26675,1111,11,59.15,5147.0,62.909,0.781831,0.62349,11,2018-01-16
26676,1111,12,54.8,4610.0,63.636,0.781831,0.62349,12,2018-01-16
26677,1111,13,54.69,4410.0,63.187,0.781831,0.62349,13,2018-01-16
26678,1111,14,58.04,4818.0,62.726,0.781831,0.62349,14,2018-01-16
26679,1111,15,60.0,5000.0,62.274,0.781831,0.62349,15,2018-01-16
26680,1111,16,58.04,4920.0,61.859,0.781831,0.62349,16,2018-01-16
26681,1111,17,58.04,5054.0,61.726,0.781831,0.62349,17,2018-01-16
26682,1111,18,55.69,5027.0,61.641,0.781831,0.62349,18,2018-01-16
26683,1111,19,54.37,4793.0,61.658,0.781831,0.62349,19,2018-01-16
26684,1111,20,51.58,4409.0,62.001,0.781831,0.62349,20,2018-01-16
26685,1111,21,49.4,4071.0,62.36,0.781831,0.62349,21,2018-01-16
26686,1111,22,44.23,3576.0,62.589,0.781831,0.62349,22,2018-01-16
26687,1111,23,43.2,3183.0,62.901,0.781831,0.62349,23,2018-01-16
26688,1112,0,38.12,3165.0,58.947,0.974928,-0.222521,0,2018-01-17
26689,1112,1,34.2,2978.0,60.01,0.974928,-0.222521,1,2018-01-17
26690,1112,2,31.0,2902.0,60.803,0.974928,-0.222521,2,2018-01-17
26691,1112,3,29.81,2878.0,61.957,0.974928,-0.222521,3,2018-01-17
26692,1112,4,31.0,2865.0,62.36,0.974928,-0.222521,4,2018-01-17
26693,1112,5,40.0,2962.0,62.018,0.974928,-0.222521,5,2018-01-17
26694,1112,6,49.16,3474.0,61.457,0.974928,-0.222521,6,2018-01-17
26695,1112,7,50.19,4239.0,58.995,0.974928,-0.222521,7,2018-01-17
26696,1112,8,55.0,4896.0,57.606,0.974928,-0.222521,8,2018-01-17
26697,1112,9,52.88,5228.0,57.796,0.974928,-0.222521,9,2018-01-17
26698,1112,10,52.5,5309.0,57.533,0.974928,-0.222521,10,2018-01-17
26699,1112,11,51.65,5130.0,57.439,0.974928,-0.222521,11,2018-01-17
26700,1112,12,49.8,4564.0,57.635,0.974928,-0.222521,12,2018-01-17
26701,1112,13,50.0,4454.0,56.88,0.974928,-0.222521,13,2018-01-17
26702,1112,14,51.0,4582.0,56.09,0.974928,-0.222521,14,2018-01-17
26703,1112,15,51.65,4624.0,54.837,0.974928,-0.222521,15,2018-01-17
26704,1112,16,53.05,4848.0,52.659,0.974928,-0.222521,16,2018-01-17
26705,1112,17,59.72,5278.0,49.859,0.974928,-0.222521,17,2018-01-17
26706,1112,18,56.53,5333.0,46.215,0.974928,-0.222521,18,2018-01-17
26707,1112,19,55.35,5108.0,42.421,0.974928,-0.222521,19,2018-01-17
26708,1112,20,50.0,4713.0,39.544,0.974928,-0.222521,20,2018-01-17
26709,1112,21,48.8,4383.0,38.174,0.974928,-0.222521,21,2018-01-17
26710,1112,22,45.14,3997.0,36.85,0.974928,-0.222521,22,2018-01-17
26711,1112,23,43.5,3628.0,35.159,0.974928,-0.222521,23,2018-01-17
26712,1113,0,43.56,3251.0,29.173,0.433884,-0.900969,0,2018-01-18
26713,1113,1,40.2,2971.0,29.883,0.433884,-0.900969,1,2018-01-18
26714,1113,2,39.0,2768.0,30.08,0.433884,-0.900969,2,2018-01-18
26715,1113,3,37.27,2662.0,30.11,0.433884,-0.900969,3,2018-01-18
26716,1113,4,39.0,2636.0,31.701,0.433884,-0.900969,4,2018-01-18
26717,1113,5,43.46,2800.0,34.72,0.433884,-0.900969,5,2018-01-18
26718,1113,6,49.0,3353.0,36.271,0.433884,-0.900969,6,2018-01-18
26719,1113,7,54.84,4077.0,35.223,0.433884,-0.900969,7,2018-01-18
26720,1113,8,60.42,4663.0,33.316,0.433884,-0.900969,8,2018-01-18
26721,1113,9,55.98,4841.0,31.463,0.433884,-0.900969,9,2018-01-18
26722,1113,10,53.56,4983.0,31.457,0.433884,-0.900969,10,2018-01-18
26723,1113,11,51.65,4986.0,35.028,0.433884,-0.900969,11,2018-01-18
26724,1113,12,49.0,4950.0,40.208,0.433884,-0.900969,12,2018-01-18
26725,1113,13,48.0,4895.0,44.259,0.433884,-0.900969,13,2018-01-18
26726,1113,14,50.8,4685.0,48.108,0.433884,-0.900969,14,2018-01-18
26727,1113,15,50.77,4873.0,51.176,0.433884,-0.900969,15,2018-01-18
26728,1113,16,52.56,4895.0,52.615,0.433884,-0.900969,16,2018-01-18
26729,1113,17,55.61,5074.0,54.416,0.433884,-0.900969,17,2018-01-18
26730,1113,18,52.69,5041.0,56.046,0.433884,-0.900969,18,2018-01-18
26731,1113,19,51.34,4817.0,56.747,0.433884,-0.900969,19,2018-01-18
26732,1113,20,48.86,4493.0,58.583,0.433884,-0.900969,20,2018-01-18
26733,1113,21,46.78,4165.0,60.239,0.433884,-0.900969,21,2018-01-18
26734,1113,22,44.46,3763.0,60.501,0.433884,-0.900969,22,2018-01-18
26735,1113,23,43.46,3370.0,59.93,0.433884,-0.900969,23,2018-01-18
26736,1114,0,43.56,3186.0,53.347,-0.433884,-0.900969,0,2018-01-19
26737,1114,1,38.32,2892.0,49.74,-0.433884,-0.900969,1,2018-01-19
26738,1114,2,33.46,2684.0,47.347,-0.433884,-0.900969,2,2018-01-19
26739,1114,3,34.3,2602.0,46.364,-0.433884,-0.900969,3,2018-01-19
26740,1114,4,33.3,2556.0,46.207,-0.433884,-0.900969,4,2018-01-19
26741,1114,5,38.33,2733.0,45.773,-0.433884,-0.900969,5,2018-01-19
26742,1114,6,44.07,3254.0,46.063,-0.433884,-0.900969,6,2018-01-19
26743,1114,7,53.76,3984.0,47.607,-0.433884,-0.900969,7,2018-01-19
26744,1114,8,62.82,4658.0,49.907,-0.433884,-0.900969,8,2018-01-19
26745,1114,9,58.05,4937.0,51.621,-0.433884,-0.900969,9,2018-01-19
26746,1114,10,56.25,5023.0,51.086,-0.433884,-0.900969,10,2018-01-19
26747,1114,11,56.14,4941.0,52.225,-0.433884,-0.900969,11,2018-01-19
26748,1114,12,48.87,4848.0,56.49,-0.433884,-0.900969,12,2018-01-19
26749,1114,13,48.8,4729.0,59.188,-0.433884,-0.900969,13,2018-01-19
26750,1114,14,50.9,4907.0,57.212,-0.433884,-0.900969,14,2018-01-19
26751,1114,15,54.94,4816.0,51.197,-0.433884,-0.900969,15,2018-01-19
26752,1114,16,57.42,4826.0,42.261,-0.433884,-0.900969,16,2018-01-19
26753,1114,17,66.36,4834.0,33.372,-0.433884,-0.900969,17,2018-01-19
26754,1114,18,66.36,4811.0,25.868,-0.433884,-0.900969,18,2018-01-19
26755,1114,19,62.56,4669.0,19.296,-0.433884,-0.900969,19,2018-01-19
26756,1114,20,53.3,4228.0,14.833,-0.433884,-0.900969,20,2018-01-19
26757,1114,21,48.8,3877.0,13.575,-0.433884,-0.900969,21,2018-01-19
26758,1114,22,46.78,3560.0,14.266,-0.433884,-0.900969,22,2018-01-19
26759,1114,23,43.56,3286.0,13.796,-0.433884,-0.900969,23,2018-01-19
26760,1115,0,43.03,3106.0,10.268,-0.974928,-0.222521,0,2018-01-20
26761,1115,1,42.58,2840.0,6.723,-0.974928,-0.222521,1,2018-01-20
26762,1115,2,41.72,2741.0,6.067,-0.974928,-0.222521,2,2018-01-20
26763,1115,3,41.77,2667.0,5.932,-0.974928,-0.222521,3,2018-01-20
26764,1115,4,41.31,2675.0,7.337,-0.974928,-0.222521,4,2018-01-20
26765,1115,5,41.5,2695.0,10.849,-0.974928,-0.222521,5,2018-01-20
26766,1115,6,48.27,3017.0,12.298,-0.974928,-0.222521,6,2018-01-20
26767,1115,7,50.61,3366.0,10.616,-0.974928,-0.222521,7,2018-01-20
26768,1115,8,55.71,3625.0,7.439,-0.974928,-0.222521,8,2018-01-20
26769,1115,9,53.34,3814.0,4.401,-0.974928,-0.222521,9,2018-01-20
26770,1115,10,50.41,3883.0,3.454,-0.974928,-0.222521,10,2018-01-20
26771,1115,11,47.0,3774.0,3.416,-0.974928,-0.222521,11,2018-01-20
26772,1115,12,45.48,3446.0,4.864,-0.974928,-0.222521,12,2018-01-20
26773,1115,13,44.75,3198.0,8.963,-0.974928,-0.222521,13,2018-01-20
26774,1115,14,45.57,3428.0,15.95,-0.974928,-0.222521,14,2018-01-20
26775,1115,15,48.71,3494.0,23.853,-0.974928,-0.222521,15,2018-01-20
26776,1115,16,50.6,3451.0,33.843,-0.974928,-0.222521,16,2018-01-20
26777,1115,17,67.8,3800.0,44.555,-0.974928,-0.222521,17,2018-01-20
26778,1115,18,66.98,4106.0,51.591,-0.974928,-0.222521,18,2018-01-20
26779,1115,19,66.99,4209.0,55.545,-0.974928,-0.222521,19,2018-01-20
26780,1115,20,53.34,3948.0,57.9,-0.974928,-0.222521,20,2018-01-20
26781,1115,21,50.1,3694.0,60.593,-0.974928,-0.222521,21,2018-01-20
26782,1115,22,45.01,3491.0,63.764,-0.974928,-0.222521,22,2018-01-20
26783,1115,23,41.85,3205.0,64.01,-0.974928,-0.222521,23,2018-01-20
26784,1116,0,38.75,2828.0,63.369,-0.781831,0.62349,0,2018-01-21
26785,1116,1,34.99,2602.0,63.596,-0.781831,0.62349,1,2018-01-21
26786,1116,2,30.0,2457.0,60.814,-0.781831,0.62349,2,2018-01-21
26787,1116,3,27.71,2394.0,55.18,-0.781831,0.62349,3,2018-01-21
26788,1116,4,25.56,2403.0,48.356,-0.781831,0.62349,4,2018-01-21
26789,1116,5,27.68,2407.0,40.627,-0.781831,0.62349,5,2018-01-21
26790,1116,6,28.47,2500.0,33.129,-0.781831,0.62349,6,2018-01-21
26791,1116,7,32.56,2617.0,27.372,-0.781831,0.62349,7,2018-01-21
26792,1116,8,36.13,2691.0,22.548,-0.781831,0.62349,8,2018-01-21
26793,1116,9,44.0,2944.0,19.395,-0.781831,0.62349,9,2018-01-21
26794,1116,10,46.4,3158.0,16.025,-0.781831,0.62349,10,2018-01-21
26795,1116,11,45.54,3175.0,13.147,-0.781831,0.62349,11,2018-01-21
26796,1116,12,43.13,3066.0,12.244,-0.781831,0.62349,12,2018-01-21
26797,1116,13,37.77,2860.0,13.01,-0.781831,0.62349,13,2018-01-21
26798,1116,14,38.74,2857.0,15.132,-0.781831,0.62349,14,2018-01-21
26799,1116,15,43.43,2880.0,16.098,-0.781831,0.62349,15,2018-01-21
26800,1116,16,48.15,2912.0,14.855,-0.781831,0.62349,16,2018-01-21
26801,1116,17,53.34,3229.0,14.175,-0.781831,0.62349,17,2018-01-21
26802,1116,18,51.9,3531.0,17.693,-0.781831,0.62349,18,2018-01-21
26803,1116,19,53.34,3696.0,22.281,-0.781831,0.62349,19,2018-01-21
26804,1116,20,50.41,3589.0,24.865,-0.781831,0.62349,20,2018-01-21
26805,1116,21,49.91,3462.0,26.231,-0.781831,0.62349,21,2018-01-21
26806,1116,22,45.08,3241.0,25.708,-0.781831,0.62349,22,2018-01-21
26807,1116,23,37.0,2923.0,23.946,-0.781831,0.62349,23,2018-01-21
26808,1117,0,27.06,2485.0,17.27,0.0,1.0,0,2018-01-22
26809,1117,1,20.0,2375.0,16.978,0.0,1.0,1,2018-01-22
26810,1117,2,16.22,2361.0,16.593,0.0,1.0,2,2018-01-22
26811,1117,3,12.88,2395.0,16.206,0.0,1.0,3,2018-01-22
26812,1117,4,15.84,2443.0,14.717,0.0,1.0,4,2018-01-22
26813,1117,5,33.0,2599.0,13.242,0.0,1.0,5,2018-01-22
26814,1117,6,44.65,3141.0,11.391,0.0,1.0,6,2018-01-22
26815,1117,7,48.15,3848.0,8.419,0.0,1.0,7,2018-01-22
26816,1117,8,51.68,4506.0,6.227,0.0,1.0,8,2018-01-22
26817,1117,9,50.39,4684.0,5.446,0.0,1.0,9,2018-01-22
26818,1117,10,48.95,4575.0,5.266,0.0,1.0,10,2018-01-22
26819,1117,11,48.39,4408.0,4.857,0.0,1.0,11,2018-01-22
26820,1117,12,47.0,4088.0,4.76,0.0,1.0,12,2018-01-22
26821,1117,13,47.39,3909.0,4.843,0.0,1.0,13,2018-01-22
26822,1117,14,48.95,4241.0,5.831,0.0,1.0,14,2018-01-22
26823,1117,15,50.2,4341.0,7.751,0.0,1.0,15,2018-01-22
26824,1117,16,55.69,4489.0,9.845,0.0,1.0,16,2018-01-22
26825,1117,17,66.98,4631.0,12.357,0.0,1.0,17,2018-01-22
26826,1117,18,67.0,4699.0,14.453,0.0,1.0,18,2018-01-22
26827,1117,19,57.32,4513.0,14.458,0.0,1.0,19,2018-01-22
26828,1117,20,50.94,4134.0,13.119,0.0,1.0,20,2018-01-22
26829,1117,21,49.91,3790.0,11.743,0.0,1.0,21,2018-01-22
26830,1117,22,47.1,3470.0,10.484,0.0,1.0,22,2018-01-22
26831,1117,23,44.65,3143.0,9.711,0.0,1.0,23,2018-01-22
26832,1118,0,47.0,2843.0,9.996,0.781831,0.62349,0,2018-01-23
26833,1118,1,43.76,2682.0,5.887,0.781831,0.62349,1,2018-01-23
26834,1118,2,43.23,2612.0,3.48,0.781831,0.62349,2,2018-01-23
26835,1118,3,43.28,2589.0,3.218,0.781831,0.62349,3,2018-01-23
26836,1118,4,43.16,2592.0,3.68,0.781831,0.62349,4,2018-01-23
26837,1118,5,44.06,2780.0,4.459,0.781831,0.62349,5,2018-01-23
26838,1118,6,52.62,3318.0,5.019,0.781831,0.62349,6,2018-01-23
26839,1118,7,66.13,4144.0,5.23,0.781831,0.62349,7,2018-01-23
26840,1118,8,72.59,4734.0,6.556,0.781831,0.62349,8,2018-01-23
26841,1118,9,64.17,5001.0,6.878,0.781831,0.62349,9,2018-01-23
26842,1118,10,52.55,5033.0,5.404,0.781831,0.62349,10,2018-01-23
26843,1118,11,48.91,5110.0,4.688,0.781831,0.62349,11,2018-01-23
26844,1118,12,45.9,4653.0,5.29,0.781831,0.62349,12,2018-01-23
26845,1118,13,45.8,4491.0,6.176,0.781831,0.62349,13,2018-01-23
26846,1118,14,46.44,4592.0,6.412,0.781831,0.62349,14,2018-01-23
26847,1118,15,48.15,4929.0,6.438,0.781831,0.62349,15,2018-01-23
26848,1118,16,52.55,5109.0,6.878,0.781831,0.62349,16,2018-01-23
26849,1118,17,59.38,5042.0,7.987,0.781831,0.62349,17,2018-01-23
26850,1118,18,58.0,4942.0,9.66,0.781831,0.62349,18,2018-01-23
26851,1118,19,54.99,4774.0,11.858,0.781831,0.62349,19,2018-01-23
26852,1118,20,50.19,4370.0,13.644,0.781831,0.62349,20,2018-01-23
26853,1118,21,47.09,3955.0,15.028,0.781831,0.62349,21,2018-01-23
26854,1118,22,47.0,3559.0,15.75,0.781831,0.62349,22,2018-01-23
26855,1118,23,43.28,3116.0,15.437,0.781831,0.62349,23,2018-01-23
26856,1119,0,44.66,3021.0,18.289,0.974928,-0.222521,0,2018-01-24
26857,1119,1,41.96,2735.0,17.936,0.974928,-0.222521,1,2018-01-24
26858,1119,2,39.5,2628.0,16.828,0.974928,-0.222521,2,2018-01-24
26859,1119,3,40.0,2629.0,13.596,0.974928,-0.222521,3,2018-01-24
26860,1119,4,40.0,2661.0,9.824,0.974928,-0.222521,4,2018-01-24
26861,1119,5,42.73,2759.0,7.351,0.974928,-0.222521,5,2018-01-24
26862,1119,6,49.08,3347.0,5.587,0.974928,-0.222521,6,2018-01-24
26863,1119,7,50.32,4031.0,4.576,0.974928,-0.222521,7,2018-01-24
26864,1119,8,61.66,4582.0,3.947,0.974928,-0.222521,8,2018-01-24
26865,1119,9,51.88,4689.0,3.233,0.974928,-0.222521,9,2018-01-24
26866,1119,10,48.6,4581.0,2.231,0.974928,-0.222521,10,2018-01-24
26867,1119,11,46.45,4482.0,1.655,0.974928,-0.222521,11,2018-01-24
26868,1119,12,46.36,4419.0,1.998,0.974928,-0.222521,12,2018-01-24
26869,1119,13,45.2,4251.0,2.663,0.974928,-0.222521,13,2018-01-24
26870,1119,14,48.49,4221.0,3.356,0.974928,-0.222521,14,2018-01-24
26871,1119,15,50.31,4221.0,4.055,0.974928,-0.222521,15,2018-01-24
26872,1119,16,61.66,4341.0,4.931,0.974928,-0.222521,16,2018-01-24
26873,1119,17,72.87,4697.0,6.497,0.974928,-0.222521,17,2018-01-24
26874,1119,18,72.87,4812.0,8.694,0.974928,-0.222521,18,2018-01-24
26875,1119,19,70.83,4657.0,10.825,0.974928,-0.222521,19,2018-01-24
26876,1119,20,54.82,4207.0,12.567,0.974928,-0.222521,20,2018-01-24
26877,1119,21,49.65,3797.0,13.891,0.974928,-0.222521,21,2018-01-24
26878,1119,22,49.21,3433.0,15.12,0.974928,-0.222521,22,2018-01-24
26879,1119,23,46.89,3024.0,16.257,0.974928,-0.222521,23,2018-01-24
26880,1120,0,47.26,2979.0,16.307,0.433884,-0.900969,0,2018-01-25
26881,1120,1,44.8,2838.0,16.869,0.433884,-0.900969,1,2018-01-25
26882,1120,2,43.28,2755.0,16.901,0.433884,-0.900969,2,2018-01-25
26883,1120,3,42.86,2685.0,17.82,0.433884,-0.900969,3,2018-01-25
26884,1120,4,43.01,2690.0,19.517,0.433884,-0.900969,4,2018-01-25
26885,1120,5,44.67,2820.0,20.673,0.433884,-0.900969,5,2018-01-25
26886,1120,6,50.82,3368.0,21.846,0.433884,-0.900969,6,2018-01-25
