IDX__global,IDX__step,IDX__sub_step,TARG__DE_price,FUTU__Load_DA_Forecast,F_L-1__Renewables_DA_Forecast,CONST_L-2__TTF_Gas,CONST__wd_sin,CONST__wd_cos,Hour,Date
21901,912,13,26.07,56551.0825,25610.445,14.84,-0.974928,-0.222521,13,2017-07-01
21902,912,14,26.33,54821.0825,25240.5575,14.84,-0.974928,-0.222521,14,2017-07-01
21903,912,15,26.04,54091.04,24181.955,14.84,-0.974928,-0.222521,15,2017-07-01
21904,912,16,26.09,53718.29,22476.27,14.84,-0.974928,-0.222521,16,2017-07-01
21905,912,17,29.01,53737.855,20191.43,14.84,-0.974928,-0.222521,17,2017-07-01
21906,912,18,29.34,53598.8675,17530.835,14.84,-0.974928,-0.222521,18,2017-07-01
21907,912,19,29.89,52817.1875,14867.759999999998,14.84,-0.974928,-0.222521,19,2017-07-01
21908,912,20,30.12,50309.8375,12947.9275,14.84,-0.974928,-0.222521,20,2017-07-01
21909,912,21,29.63,48121.52,11999.1075,14.84,-0.974928,-0.222521,21,2017-07-01
21910,912,22,28.87,47710.2375,11897.5375,14.84,-0.974928,-0.222521,22,2017-07-01
21911,912,23,26.26,44408.63,11939.195,14.84,-0.974928,-0.222521,23,2017-07-01
21912,913,0,24.36,41567.2875,11626.9875,14.84,-0.781831,0.62349,0,2017-07-02
21913,913,1,23.12,39556.895,11236.0125,14.84,-0.781831,0.62349,1,2017-07-02
21914,913,2,22.73,38399.735,11193.2075,14.84,-0.781831,0.62349,2,2017-07-02
21915,913,3,22.63,37972.9325,11191.825,14.84,-0.781831,0.62349,3,2017-07-02
21916,913,4,20.27,38084.9675,11179.9875,14.84,-0.781831,0.62349,4,2017-07-02
21917,913,5,20.59,37851.3075,11254.865,14.84,-0.781831,0.62349,5,2017-07-02
21918,913,6,21.3,38349.43,11929.6625,14.84,-0.781831,0.62349,6,2017-07-02
21919,913,7,23.07,41055.6175,13771.57,14.84,-0.781831,0.62349,7,2017-07-02
21920,913,8,24.76,45154.2125,16539.4175,14.84,-0.781831,0.62349,8,2017-07-02
21921,913,9,25.56,48463.1575,19627.835,14.84,-0.781831,0.62349,9,2017-07-02
21922,913,10,20.71,50970.17,22953.612500000003,14.84,-0.781831,0.62349,10,2017-07-02
21923,913,11,23.32,53618.395,25298.9725,14.84,-0.781831,0.62349,11,2017-07-02
21924,913,12,21.36,53580.305,26926.1225,14.84,-0.781831,0.62349,12,2017-07-02
21925,913,13,19.08,51361.7425,27516.6825,14.84,-0.781831,0.62349,13,2017-07-02
21926,913,14,10.47,49555.0575,27393.095,14.84,-0.781831,0.62349,14,2017-07-02
21927,913,15,9.96,48702.845,26295.4675,14.84,-0.781831,0.62349,15,2017-07-02
21928,913,16,17.31,49101.775,24292.8575,14.84,-0.781831,0.62349,16,2017-07-02
21929,913,17,19.72,49823.02,21596.815,14.84,-0.781831,0.62349,17,2017-07-02
21930,913,18,28.63,50872.1225,18421.125,14.84,-0.781831,0.62349,18,2017-07-02
21931,913,19,32.9,50687.745,15235.9075,14.84,-0.781831,0.62349,19,2017-07-02
21932,913,20,35.37,49449.405,12771.867499999998,14.84,-0.781831,0.62349,20,2017-07-02
21933,913,21,37.0,47802.1025,11114.745,14.84,-0.781831,0.62349,21,2017-07-02
21934,913,22,38.92,48023.3525,10390.0275,14.84,-0.781831,0.62349,22,2017-07-02
21935,913,23,37.06,44676.545,10039.55,14.84,-0.781831,0.62349,23,2017-07-02
21936,914,0,26.04,41800.475,10823.65,15.124,0.0,1.0,0,2017-07-03
21937,914,1,23.51,40103.035,10663.3025,15.124,0.0,1.0,1,2017-07-03
21938,914,2,22.86,39417.9075,10583.04,15.124,0.0,1.0,2,2017-07-03
21939,914,3,22.56,39587.0,10061.87,15.124,0.0,1.0,3,2017-07-03
21940,914,4,24.86,41306.655,9691.3375,15.124,0.0,1.0,4,2017-07-03
21941,914,5,26.78,44927.75,9546.03,15.124,0.0,1.0,5,2017-07-03
21942,914,6,34.93,53769.385,10282.7625,15.124,0.0,1.0,6,2017-07-03
21943,914,7,41.25,60434.085,12858.1925,15.124,0.0,1.0,7,2017-07-03
21944,914,8,41.61,63975.215,17557.8975,15.124,0.0,1.0,8,2017-07-03
21945,914,9,38.94,65360.2525,22942.095,15.124,0.0,1.0,9,2017-07-03
21946,914,10,35.35,66909.2575,28401.6425,15.124,0.0,1.0,10,2017-07-03
21947,914,11,32.92,68057.7825,32470.3475,15.124,0.0,1.0,11,2017-07-03
21948,914,12,28.68,66903.36,35068.22,15.124,0.0,1.0,12,2017-07-03
21949,914,13,28.17,66664.6375,36028.755,15.124,0.0,1.0,13,2017-07-03
21950,914,14,26.91,65085.58,35600.3775,15.124,0.0,1.0,14,2017-07-03
21951,914,15,28.02,64047.8175,33792.905,15.124,0.0,1.0,15,2017-07-03
21952,914,16,28.59,62465.645,30704.735,15.124,0.0,1.0,16,2017-07-03
21953,914,17,32.18,62201.0475,26347.6225,15.124,0.0,1.0,17,2017-07-03
21954,914,18,38.94,61630.1275,20893.805,15.124,0.0,1.0,18,2017-07-03
21955,914,19,42.78,60556.0025,15865.4225,15.124,0.0,1.0,19,2017-07-03
21956,914,20,40.91,58194.155,12693.1275,15.124,0.0,1.0,20,2017-07-03
21957,914,21,39.37,55765.9525,11231.382500000002,15.124,0.0,1.0,21,2017-07-03
21958,914,22,39.91,53010.75,11186.565,15.124,0.0,1.0,22,2017-07-03
21959,914,23,32.04,49322.12,11353.985,15.124,0.0,1.0,23,2017-07-03
21960,915,0,28.83,47112.9475,11904.3425,14.954,0.781831,0.62349,0,2017-07-04
21961,915,1,28.63,45031.855,11882.8125,14.954,0.781831,0.62349,1,2017-07-04
21962,915,2,28.49,44205.205,11437.23,14.954,0.781831,0.62349,2,2017-07-04
21963,915,3,28.43,44425.47,11136.1225,14.954,0.781831,0.62349,3,2017-07-04
21964,915,4,27.99,45262.0875,10745.07,14.954,0.781831,0.62349,4,2017-07-04
21965,915,5,28.44,47793.9475,10371.3075,14.954,0.781831,0.62349,5,2017-07-04
21966,915,6,35.81,55023.63,10930.3025,14.954,0.781831,0.62349,6,2017-07-04
21967,915,7,41.63,61537.7025,13413.9975,14.954,0.781831,0.62349,7,2017-07-04
21968,915,8,41.79,64819.675,17784.805,14.954,0.781831,0.62349,8,2017-07-04
21969,915,9,36.0,65924.6775,22515.065,14.954,0.781831,0.62349,9,2017-07-04
21970,915,10,34.74,67399.405,26492.6425,14.954,0.781831,0.62349,10,2017-07-04
21971,915,11,32.97,68573.375,29187.2525,14.954,0.781831,0.62349,11,2017-07-04
21972,915,12,31.93,68308.245,30592.07,14.954,0.781831,0.62349,12,2017-07-04
21973,915,13,31.93,67483.4625,30949.3725,14.954,0.781831,0.62349,13,2017-07-04
21974,915,14,30.55,65908.09,30223.69,14.954,0.781831,0.62349,14,2017-07-04
21975,915,15,32.6,65315.4175,28100.28,14.954,0.781831,0.62349,15,2017-07-04
21976,915,16,32.93,64072.26,24607.6225,14.954,0.781831,0.62349,16,2017-07-04
21977,915,17,36.95,63170.5025,19714.3425,14.954,0.781831,0.62349,17,2017-07-04
21978,915,18,40.0,62575.315,13678.075,14.954,0.781831,0.62349,18,2017-07-04
21979,915,19,44.04,61670.525,8237.9,14.954,0.781831,0.62349,19,2017-07-04
21980,915,20,43.1,59091.39,5055.9125,14.954,0.781831,0.62349,20,2017-07-04
21981,915,21,41.68,56349.625,3553.5925,14.954,0.781831,0.62349,21,2017-07-04
21982,915,22,40.54,54269.0325,3188.62,14.954,0.781831,0.62349,22,2017-07-04
21983,915,23,37.29,50026.9125,2935.3875000000003,14.954,0.781831,0.62349,23,2017-07-04
21984,916,0,34.99,46442.5175,2249.5425,14.949,0.974928,-0.222521,0,2017-07-05
21985,916,1,32.51,44572.36,2092.135,14.949,0.974928,-0.222521,1,2017-07-05
21986,916,2,31.02,43626.81,1885.9975,14.949,0.974928,-0.222521,2,2017-07-05
21987,916,3,29.07,43786.705,1780.625,14.949,0.974928,-0.222521,3,2017-07-05
21988,916,4,29.54,44771.61,1699.1175,14.949,0.974928,-0.222521,4,2017-07-05
21989,916,5,31.89,47301.3475,1837.555,14.949,0.974928,-0.222521,5,2017-07-05
21990,916,6,38.02,54451.555,3010.605,14.949,0.974928,-0.222521,6,2017-07-05
21991,916,7,43.92,60735.22,5901.655000000001,14.949,0.974928,-0.222521,7,2017-07-05
21992,916,8,46.01,64137.7825,10101.7475,14.949,0.974928,-0.222521,8,2017-07-05
21993,916,9,44.18,64942.2325,14455.8175,14.949,0.974928,-0.222521,9,2017-07-05
21994,916,10,43.71,65867.21,18231.4125,14.949,0.974928,-0.222521,10,2017-07-05
21995,916,11,42.06,67323.4675,21154.8025,14.949,0.974928,-0.222521,11,2017-07-05
21996,916,12,38.93,67110.2975,22949.1125,14.949,0.974928,-0.222521,12,2017-07-05
21997,916,13,38.09,66334.115,23477.0625,14.949,0.974928,-0.222521,13,2017-07-05
21998,916,14,37.44,64869.4675,22877.1675,14.949,0.974928,-0.222521,14,2017-07-05
21999,916,15,37.38,64264.875,21156.705,14.949,0.974928,-0.222521,15,2017-07-05
22000,916,16,38.9,63342.745,18274.94,14.949,0.974928,-0.222521,16,2017-07-05
22001,916,17,41.51,62788.49,14298.34,14.949,0.974928,-0.222521,17,2017-07-05
22002,916,18,42.52,62238.5725,9582.017500000002,14.949,0.974928,-0.222521,18,2017-07-05
22003,916,19,44.55,61444.42,5489.634999999999,14.949,0.974928,-0.222521,19,2017-07-05
22004,916,20,44.15,58711.995,3107.375,14.949,0.974928,-0.222521,20,2017-07-05
22005,916,21,43.93,55982.6775,2126.5325,14.949,0.974928,-0.222521,21,2017-07-05
22006,916,22,41.66,53516.175,2186.9075,14.949,0.974928,-0.222521,22,2017-07-05
22007,916,23,36.07,49157.875,2196.5675,14.949,0.974928,-0.222521,23,2017-07-05
22008,917,0,33.03,46266.625,1792.7675,15.003,0.433884,-0.900969,0,2017-07-06
22009,917,1,32.21,44274.1375,1558.25,15.003,0.433884,-0.900969,1,2017-07-06
22010,917,2,30.62,43372.8575,1545.0575,15.003,0.433884,-0.900969,2,2017-07-06
22011,917,3,30.11,43567.5825,1395.7825,15.003,0.433884,-0.900969,3,2017-07-06
22012,917,4,29.19,44488.59,1267.8025,15.003,0.433884,-0.900969,4,2017-07-06
22013,917,5,32.06,47304.3025,1375.115,15.003,0.433884,-0.900969,5,2017-07-06
22014,917,6,36.94,54550.2775,2572.75,15.003,0.433884,-0.900969,6,2017-07-06
22015,917,7,42.29,60422.02,5928.2425,15.003,0.433884,-0.900969,7,2017-07-06
22016,917,8,48.24,63328.7725,11203.8575,15.003,0.433884,-0.900969,8,2017-07-06
22017,917,9,43.08,64254.42,16762.0225,15.003,0.433884,-0.900969,9,2017-07-06
22018,917,10,41.86,65338.8725,21144.5925,15.003,0.433884,-0.900969,10,2017-07-06
22019,917,11,40.03,66991.77,24194.875,15.003,0.433884,-0.900969,11,2017-07-06
22020,917,12,35.71,66973.6925,25853.16,15.003,0.433884,-0.900969,12,2017-07-06
22021,917,13,35.75,65926.725,26102.72,15.003,0.433884,-0.900969,13,2017-07-06
22022,917,14,35.54,64643.0175,25041.57,15.003,0.433884,-0.900969,14,2017-07-06
22023,917,15,39.52,63764.255,22716.5275,15.003,0.433884,-0.900969,15,2017-07-06
22024,917,16,40.6,62692.8275,19200.5875,15.003,0.433884,-0.900969,16,2017-07-06
22025,917,17,44.31,61926.3975,14401.7725,15.003,0.433884,-0.900969,17,2017-07-06
22026,917,18,45.87,60961.925,9037.3975,15.003,0.433884,-0.900969,18,2017-07-06
22027,917,19,53.71,60384.6875,4735.867499999999,15.003,0.433884,-0.900969,19,2017-07-06
22028,917,20,49.56,57783.5825,2911.4825,15.003,0.433884,-0.900969,20,2017-07-06
22029,917,21,46.03,55293.8075,2885.1775,15.003,0.433884,-0.900969,21,2017-07-06
22030,917,22,42.71,53293.945,4034.88,15.003,0.433884,-0.900969,22,2017-07-06
22031,917,23,35.61,48970.6975,4996.4125,15.003,0.433884,-0.900969,23,2017-07-06
22032,918,0,34.16,46543.645,5805.85,14.776,-0.433884,-0.900969,0,2017-07-07
22033,918,1,32.07,44591.0775,5817.92,14.776,-0.433884,-0.900969,1,2017-07-07
22034,918,2,30.8,43805.4925,6941.51,14.776,-0.433884,-0.900969,2,2017-07-07
22035,918,3,30.69,43943.865,6895.18,14.776,-0.433884,-0.900969,3,2017-07-07
22036,918,4,29.64,44919.2975,6234.337500000001,14.776,-0.433884,-0.900969,4,2017-07-07
22037,918,5,30.84,47616.0,5932.610000000001,14.776,-0.433884,-0.900969,5,2017-07-07
22038,918,6,35.87,54591.5975,6543.6125,14.776,-0.433884,-0.900969,6,2017-07-07
22039,918,7,41.88,60451.2825,8817.207499999999,14.776,-0.433884,-0.900969,7,2017-07-07
22040,918,8,45.54,63911.4625,12402.3025,14.776,-0.433884,-0.900969,8,2017-07-07
22041,918,9,45.58,65090.2725,16445.6825,14.776,-0.433884,-0.900969,9,2017-07-07
22042,918,10,44.61,66615.4925,20619.12,14.776,-0.433884,-0.900969,10,2017-07-07
22043,918,11,43.31,67580.8,24001.9525,14.776,-0.433884,-0.900969,11,2017-07-07
22044,918,12,39.65,67023.72,26423.69,14.776,-0.433884,-0.900969,12,2017-07-07
22045,918,13,34.43,65465.1975,27779.1975,14.776,-0.433884,-0.900969,13,2017-07-07
22046,918,14,32.05,63708.1775,27990.14,14.776,-0.433884,-0.900969,14,2017-07-07
22047,918,15,31.84,62586.2275,26751.5175,14.776,-0.433884,-0.900969,15,2017-07-07
22048,918,16,32.4,61508.3275,24241.7525,14.776,-0.433884,-0.900969,16,2017-07-07
22049,918,17,37.87,60858.545,20198.7925,14.776,-0.433884,-0.900969,17,2017-07-07
22050,918,18,40.58,60017.8725,14700.0,14.776,-0.433884,-0.900969,18,2017-07-07
22051,918,19,42.74,58985.715,9560.777499999998,14.776,-0.433884,-0.900969,19,2017-07-07
22052,918,20,41.8,56364.22,6353.4175,14.776,-0.433884,-0.900969,20,2017-07-07
22053,918,21,40.46,53920.2775,4843.57,14.776,-0.433884,-0.900969,21,2017-07-07
22054,918,22,40.99,52311.8625,4587.922500000001,14.776,-0.433884,-0.900969,22,2017-07-07
22055,918,23,35.91,48450.0375,4513.625,14.776,-0.433884,-0.900969,23,2017-07-07
22056,919,0,37.08,45094.7075,4558.5025,14.776,-0.974928,-0.222521,0,2017-07-08
22057,919,1,34.64,42858.025,4451.71,14.776,-0.974928,-0.222521,1,2017-07-08
22058,919,2,32.05,41565.905,4170.365,14.776,-0.974928,-0.222521,2,2017-07-08
22059,919,3,30.68,41179.4575,4289.425,14.776,-0.974928,-0.222521,3,2017-07-08
22060,919,4,29.87,41157.555,4274.4925,14.776,-0.974928,-0.222521,4,2017-07-08
22061,919,5,29.09,41230.5725,4576.5725,14.776,-0.974928,-0.222521,5,2017-07-08
22062,919,6,30.0,43068.805,6058.225,14.776,-0.974928,-0.222521,6,2017-07-08
22063,919,7,32.02,46875.935,9283.68,14.776,-0.974928,-0.222521,7,2017-07-08
22064,919,8,34.58,51365.5375,13790.2075,14.776,-0.974928,-0.222521,8,2017-07-08
22065,919,9,36.71,54131.89,18555.27,14.776,-0.974928,-0.222521,9,2017-07-08
22066,919,10,35.89,55974.1625,22455.27,14.776,-0.974928,-0.222521,10,2017-07-08
22067,919,11,35.37,57032.505,25280.1725,14.776,-0.974928,-0.222521,11,2017-07-08
22068,919,12,33.22,56585.1275,26925.0875,14.776,-0.974928,-0.222521,12,2017-07-08
22069,919,13,31.41,54712.5825,27371.807500000003,14.776,-0.974928,-0.222521,13,2017-07-08
22070,919,14,30.18,52600.075,26744.535,14.776,-0.974928,-0.222521,14,2017-07-08
22071,919,15,30.05,51873.8225,25142.995,14.776,-0.974928,-0.222521,15,2017-07-08
22072,919,16,31.4,51646.2425,22715.365,14.776,-0.974928,-0.222521,16,2017-07-08
22073,919,17,33.18,51706.0975,18954.8525,14.776,-0.974928,-0.222521,17,2017-07-08
22074,919,18,36.98,52083.31,13862.07,14.776,-0.974928,-0.222521,18,2017-07-08
22075,919,19,40.04,51559.185,9038.51,14.776,-0.974928,-0.222521,19,2017-07-08
22076,919,20,39.63,49358.1825,5904.5175,14.776,-0.974928,-0.222521,20,2017-07-08
22077,919,21,39.82,47457.355,4232.7925,14.776,-0.974928,-0.222521,21,2017-07-08
22078,919,22,42.09,47223.955,3748.305,14.776,-0.974928,-0.222521,22,2017-07-08
22079,919,23,39.67,43745.065,3424.4475,14.776,-0.974928,-0.222521,23,2017-07-08
22080,920,0,32.21,40483.3775,3091.94,14.776,-0.781831,0.62349,0,2017-07-09
22081,920,1,31.08,38644.5475,2843.0725,14.776,-0.781831,0.62349,1,2017-07-09
22082,920,2,29.84,37372.215,2485.1475,14.776,-0.781831,0.62349,2,2017-07-09
22083,920,3,29.2,36987.4475,2176.1675,14.776,-0.781831,0.62349,3,2017-07-09
22084,920,4,29.62,37153.2675,1875.805,14.776,-0.781831,0.62349,4,2017-07-09
22085,920,5,29.46,36908.845,1724.3025,14.776,-0.781831,0.62349,5,2017-07-09
22086,920,6,29.49,37085.385,2656.78,14.776,-0.781831,0.62349,6,2017-07-09
22087,920,7,29.83,39710.0325,5468.192499999999,14.776,-0.781831,0.62349,7,2017-07-09
22088,920,8,30.03,43689.5825,9541.2575,14.776,-0.781831,0.62349,8,2017-07-09
22089,920,9,31.26,47270.205,13943.4625,14.776,-0.781831,0.62349,9,2017-07-09
22090,920,10,31.26,49999.495,17813.015,14.776,-0.781831,0.62349,10,2017-07-09
22091,920,11,32.4,52166.8775,20816.0275,14.776,-0.781831,0.62349,11,2017-07-09
22092,920,12,32.07,52164.6775,22512.7975,14.776,-0.781831,0.62349,12,2017-07-09
22093,920,13,31.0,50492.265,22604.43,14.776,-0.781831,0.62349,13,2017-07-09
22094,920,14,29.88,48726.1075,21427.545,14.776,-0.781831,0.62349,14,2017-07-09
22095,920,15,30.69,47898.6875,19193.6275,14.776,-0.781831,0.62349,15,2017-07-09
22096,920,16,31.28,47812.4,15894.312500000002,14.776,-0.781831,0.62349,16,2017-07-09
22097,920,17,33.8,48371.1,11711.245,14.776,-0.781831,0.62349,17,2017-07-09
22098,920,18,36.75,49436.4375,7498.072500000001,14.776,-0.781831,0.62349,18,2017-07-09
22099,920,19,40.53,49500.1825,4284.3,14.776,-0.781831,0.62349,19,2017-07-09
22100,920,20,40.53,48352.31,2675.2000000000003,14.776,-0.781831,0.62349,20,2017-07-09
22101,920,21,40.59,47016.5275,2406.1375,14.776,-0.781831,0.62349,21,2017-07-09
22102,920,22,42.28,47338.875,3057.055,14.776,-0.781831,0.62349,22,2017-07-09
22103,920,23,40.08,43935.5675,3495.6475,14.776,-0.781831,0.62349,23,2017-07-09
22104,921,0,32.76,41548.775,3663.16,14.597,0.0,1.0,0,2017-07-10
22105,921,1,29.92,39886.925,3575.3375,14.597,0.0,1.0,1,2017-07-10
22106,921,2,29.44,39299.725,3899.8725,14.597,0.0,1.0,2,2017-07-10
22107,921,3,29.59,39585.03,3768.3575,14.597,0.0,1.0,3,2017-07-10
22108,921,4,29.31,41083.865,3490.57,14.597,0.0,1.0,4,2017-07-10
22109,921,5,30.6,44571.5625,3330.9925000000003,14.597,0.0,1.0,5,2017-07-10
22110,921,6,38.03,53058.185,3827.03,14.597,0.0,1.0,6,2017-07-10
22111,921,7,44.03,59791.4325,5489.435,14.597,0.0,1.0,7,2017-07-10
22112,921,8,50.07,63465.94,7748.870000000001,14.597,0.0,1.0,8,2017-07-10
22113,921,9,50.0,64587.0875,10354.5475,14.597,0.0,1.0,9,2017-07-10
22114,921,10,48.73,65969.9575,13114.597499999998,14.597,0.0,1.0,10,2017-07-10
22115,921,11,48.72,67585.15,15436.6975,14.597,0.0,1.0,11,2017-07-10
22116,921,12,47.69,66477.355,17290.255,14.597,0.0,1.0,12,2017-07-10
22117,921,13,46.65,66353.085,18369.235,14.597,0.0,1.0,13,2017-07-10
22118,921,14,44.18,64962.6,18685.195000000003,14.597,0.0,1.0,14,2017-07-10
22119,921,15,42.93,64054.4475,17844.7525,14.597,0.0,1.0,15,2017-07-10
22120,921,16,40.65,62455.3025,15865.0625,14.597,0.0,1.0,16,2017-07-10
22121,921,17,40.95,62278.68,13039.4075,14.597,0.0,1.0,17,2017-07-10
22122,921,18,41.62,61375.635,9525.03,14.597,0.0,1.0,18,2017-07-10
22123,921,19,42.97,60176.775,6431.355,14.597,0.0,1.0,19,2017-07-10
22124,921,20,40.21,57874.275,4715.665,14.597,0.0,1.0,20,2017-07-10
22125,921,21,38.86,55443.565,4493.6575,14.597,0.0,1.0,21,2017-07-10
22126,921,22,39.92,52321.0275,5237.25,14.597,0.0,1.0,22,2017-07-10
22127,921,23,33.45,48614.03,5971.077499999999,14.597,0.0,1.0,23,2017-07-10
22128,922,0,30.93,45940.1025,4567.3025,14.461,0.781831,0.62349,0,2017-07-11
22129,922,1,30.28,44124.27,4912.935,14.461,0.781831,0.62349,1,2017-07-11
22130,922,2,29.63,43236.7325,4958.335,14.461,0.781831,0.62349,2,2017-07-11
22131,922,3,28.96,43509.935,5182.095,14.461,0.781831,0.62349,3,2017-07-11
22132,922,4,28.95,44581.8375,5474.5325,14.461,0.781831,0.62349,4,2017-07-11
22133,922,5,30.08,47506.93,5757.2925000000005,14.461,0.781831,0.62349,5,2017-07-11
22134,922,6,34.51,54852.01,6682.16,14.461,0.781831,0.62349,6,2017-07-11
22135,922,7,41.44,60845.4525,8864.0675,14.461,0.781831,0.62349,7,2017-07-11
22136,922,8,44.22,64057.2325,12314.565,14.461,0.781831,0.62349,8,2017-07-11
22137,922,9,43.43,64949.4025,16440.907499999998,14.461,0.781831,0.62349,9,2017-07-11
22138,922,10,42.03,66305.1175,20997.635,14.461,0.781831,0.62349,10,2017-07-11
22139,922,11,41.45,67780.53,24879.32,14.461,0.781831,0.62349,11,2017-07-11
22140,922,12,39.42,67583.5425,27515.9775,14.461,0.781831,0.62349,12,2017-07-11
22141,922,13,36.01,66905.8,28575.755,14.461,0.781831,0.62349,13,2017-07-11
22142,922,14,34.21,65634.4125,28368.095,14.461,0.781831,0.62349,14,2017-07-11
22143,922,15,34.42,64789.985,26674.315,14.461,0.781831,0.62349,15,2017-07-11
22144,922,16,35.39,63753.38,23713.27,14.461,0.781831,0.62349,16,2017-07-11
22145,922,17,37.62,63018.3175,19805.9925,14.461,0.781831,0.62349,17,2017-07-11
22146,922,18,39.99,62230.06,15058.96,14.461,0.781831,0.62349,18,2017-07-11
22147,922,19,41.58,61260.3925,10467.4525,14.461,0.781831,0.62349,19,2017-07-11
22148,922,20,40.7,58641.485,7156.36,14.461,0.781831,0.62349,20,2017-07-11
22149,922,21,38.94,55833.0575,5592.304999999999,14.461,0.781831,0.62349,21,2017-07-11
22150,922,22,39.36,53321.525,5262.41,14.461,0.781831,0.62349,22,2017-07-11
22151,922,23,34.25,49031.9475,5218.5975,14.461,0.781831,0.62349,23,2017-07-11
22152,923,0,32.29,46577.74,4606.715,14.469,0.974928,-0.222521,0,2017-07-12
22153,923,1,30.14,44589.455,4617.6325,14.469,0.974928,-0.222521,1,2017-07-12
22154,923,2,29.1,43518.92,4242.9275,14.469,0.974928,-0.222521,2,2017-07-12
22155,923,3,28.52,43699.215,4279.8825,14.469,0.974928,-0.222521,3,2017-07-12
22156,923,4,28.43,44777.565,4611.719999999999,14.469,0.974928,-0.222521,4,2017-07-12
22157,923,5,29.3,47537.63,5571.995,14.469,0.974928,-0.222521,5,2017-07-12
22158,923,6,34.77,54704.665,7051.115,14.469,0.974928,-0.222521,6,2017-07-12
22159,923,7,39.94,61105.2425,9249.5625,14.469,0.974928,-0.222521,7,2017-07-12
22160,923,8,44.01,64662.535,12071.607499999998,14.469,0.974928,-0.222521,8,2017-07-12
22161,923,9,44.31,65984.4525,14875.205000000002,14.469,0.974928,-0.222521,9,2017-07-12
22162,923,10,44.16,67460.3375,17296.82,14.469,0.974928,-0.222521,10,2017-07-12
22163,923,11,43.9,68557.6925,19266.1275,14.469,0.974928,-0.222521,11,2017-07-12
22164,923,12,41.07,68251.5975,20633.775,14.469,0.974928,-0.222521,12,2017-07-12
22165,923,13,39.9,67336.665,21984.9525,14.469,0.974928,-0.222521,13,2017-07-12
22166,923,14,37.27,65799.775,23056.972500000003,14.469,0.974928,-0.222521,14,2017-07-12
22167,923,15,33.93,65171.6125,23741.205,14.469,0.974928,-0.222521,15,2017-07-12
22168,923,16,32.19,63893.2875,24522.057500000003,14.469,0.974928,-0.222521,16,2017-07-12
22169,923,17,33.29,63117.8625,24684.69,14.469,0.974928,-0.222521,17,2017-07-12
22170,923,18,32.95,62332.1225,23991.41,14.469,0.974928,-0.222521,18,2017-07-12
22171,923,19,32.91,61491.7575,22979.8425,14.469,0.974928,-0.222521,19,2017-07-12
22172,923,20,30.5,58796.5375,21943.2175,14.469,0.974928,-0.222521,20,2017-07-12
22173,923,21,30.6,56185.9575,21080.4175,14.469,0.974928,-0.222521,21,2017-07-12
22174,923,22,30.09,54075.8525,21000.3425,14.469,0.974928,-0.222521,22,2017-07-12
22175,923,23,27.82,49646.395,20804.5025,14.469,0.974928,-0.222521,23,2017-07-12
22176,924,0,26.02,46296.6325,19955.645,14.6,0.433884,-0.900969,0,2017-07-13
22177,924,1,24.37,44415.95,19000.3025,14.6,0.433884,-0.900969,1,2017-07-13
22178,924,2,23.04,43363.645,17810.5475,14.6,0.433884,-0.900969,2,2017-07-13
22179,924,3,24.76,43601.015,16076.2075,14.6,0.433884,-0.900969,3,2017-07-13
22180,924,4,26.45,44785.9475,14840.325,14.6,0.433884,-0.900969,4,2017-07-13
22181,924,5,28.09,47526.7075,13974.31825,14.6,0.433884,-0.900969,5,2017-07-13
22182,924,6,31.06,54760.515,14202.31975,14.6,0.433884,-0.900969,6,2017-07-13
22183,924,7,38.12,60624.345,16463.27025,14.6,0.433884,-0.900969,7,2017-07-13
22184,924,8,36.73,63757.2,20365.43,14.6,0.433884,-0.900969,8,2017-07-13
22185,924,9,36.07,65088.3225,24557.48025,14.6,0.433884,-0.900969,9,2017-07-13
22186,924,10,35.52,66416.9275,28373.915500000003,14.6,0.433884,-0.900969,10,2017-07-13
22187,924,11,34.96,67656.715,30924.58125,14.6,0.433884,-0.900969,11,2017-07-13
22188,924,12,30.26,67455.395,32365.8715,14.6,0.433884,-0.900969,12,2017-07-13
22189,924,13,30.04,66697.04,32642.354000000003,14.6,0.433884,-0.900969,13,2017-07-13
22190,924,14,29.07,65296.6425,31742.4515,14.6,0.433884,-0.900969,14,2017-07-13
22191,924,15,30.27,64591.6425,29333.5325,14.6,0.433884,-0.900969,15,2017-07-13
22192,924,16,33.46,63323.69,25304.0675,14.6,0.433884,-0.900969,16,2017-07-13
22193,924,17,38.08,62531.5625,19773.305,14.6,0.433884,-0.900969,17,2017-07-13
22194,924,18,41.35,61730.7525,13263.42,14.6,0.433884,-0.900969,18,2017-07-13
22195,924,19,46.82,60925.63,7528.0175,14.6,0.433884,-0.900969,19,2017-07-13
22196,924,20,45.09,58165.1475,4318.33,14.6,0.433884,-0.900969,20,2017-07-13
22197,924,21,42.93,55692.6275,2947.8425,14.6,0.433884,-0.900969,21,2017-07-13
22198,924,22,42.13,53503.065,2718.37,14.6,0.433884,-0.900969,22,2017-07-13
22199,924,23,38.12,49224.39,2570.9675,14.6,0.433884,-0.900969,23,2017-07-13
22200,925,0,34.4,47199.9375,1817.45,14.635,-0.433884,-0.900969,0,2017-07-14
22201,925,1,32.34,45156.25,1638.7325,14.635,-0.433884,-0.900969,1,2017-07-14
22202,925,2,30.36,44186.695,1683.6075,14.635,-0.433884,-0.900969,2,2017-07-14
