IDX__global,IDX__step,IDX__sub_step,TARG__MGP_NORD,FUTU__D_NORD,FUTU__WIND_NORD,CONST__wd_sin,CONST__wd_cos,Hour,Date
15665,652,17,57.09957,21175.0,4.426,-0.433884,-0.900969,17,2016-10-14
15666,652,18,64.52,21236.0,3.514,-0.433884,-0.900969,18,2016-10-14
15667,652,19,70.0,23281.0,3.407,-0.433884,-0.900969,19,2016-10-14
15668,652,20,66.28,22374.0,4.218,-0.433884,-0.900969,20,2016-10-14
15669,652,21,57.5,20983.0,6.17,-0.433884,-0.900969,21,2016-10-14
15670,652,22,56.6,18839.0,7.254,-0.433884,-0.900969,22,2016-10-14
15671,652,23,53.0,16970.0,8.48,-0.433884,-0.900969,23,2016-10-14
15672,653,0,50.0,15348.0,8.676,-0.974928,-0.222521,0,2016-10-15
15673,653,1,45.8,14303.0,8.181,-0.974928,-0.222521,1,2016-10-15
15674,653,2,43.04,13620.0,8.025,-0.974928,-0.222521,2,2016-10-15
15675,653,3,39.2,13183.0,8.052,-0.974928,-0.222521,3,2016-10-15
15676,653,4,34.89,13111.0,7.953,-0.974928,-0.222521,4,2016-10-15
15677,653,5,35.9958,13232.0,7.629,-0.974928,-0.222521,5,2016-10-15
15678,653,6,43.02,14209.0,7.18,-0.974928,-0.222521,6,2016-10-15
15679,653,7,45.8,16128.0,6.682,-0.974928,-0.222521,7,2016-10-15
15680,653,8,46.69,17410.0,6.111,-0.974928,-0.222521,8,2016-10-15
15681,653,9,47.6,18541.0,5.606,-0.974928,-0.222521,9,2016-10-15
15682,653,10,48.39,18425.0,5.279,-0.974928,-0.222521,10,2016-10-15
15683,653,11,44.72,17830.0,5.249,-0.974928,-0.222521,11,2016-10-15
15684,653,12,43.31847,16240.0,5.295,-0.974928,-0.222521,12,2016-10-15
15685,653,13,42.66997,14947.0,5.245,-0.974928,-0.222521,13,2016-10-15
15686,653,14,39.02234,14612.0,5.094,-0.974928,-0.222521,14,2016-10-15
15687,653,15,38.02,14835.0,4.565,-0.974928,-0.222521,15,2016-10-15
15688,653,16,40.0,15398.0,3.972,-0.974928,-0.222521,16,2016-10-15
15689,653,17,42.86,15636.0,3.388,-0.974928,-0.222521,17,2016-10-15
15690,653,18,49.9246,16893.0,2.914,-0.974928,-0.222521,18,2016-10-15
15691,653,19,57.05,18525.0,2.486,-0.974928,-0.222521,19,2016-10-15
15692,653,20,54.61,17390.0,2.216,-0.974928,-0.222521,20,2016-10-15
15693,653,21,45.19959,16242.0,2.002,-0.974928,-0.222521,21,2016-10-15
15694,653,22,43.89,14954.0,2.003,-0.974928,-0.222521,22,2016-10-15
15695,653,23,42.9,13715.0,1.954,-0.974928,-0.222521,23,2016-10-15
15696,654,0,42.41,12571.0,1.635,-0.781831,0.62349,0,2016-10-16
15697,654,1,39.24868,11492.0,1.633,-0.781831,0.62349,1,2016-10-16
15698,654,2,35.6928,10894.0,1.404,-0.781831,0.62349,2,2016-10-16
15699,654,3,30.58748,10815.0,1.16,-0.781831,0.62349,3,2016-10-16
15700,654,4,31.0,10799.0,1.201,-0.781831,0.62349,4,2016-10-16
15701,654,5,32.44,10805.0,1.289,-0.781831,0.62349,5,2016-10-16
15702,654,6,36.0,11263.0,1.423,-0.781831,0.62349,6,2016-10-16
15703,654,7,37.96,11859.0,1.454,-0.781831,0.62349,7,2016-10-16
15704,654,8,39.54,12408.0,1.217,-0.781831,0.62349,8,2016-10-16
15705,654,9,41.0,13155.0,1.128,-0.781831,0.62349,9,2016-10-16
15706,654,10,40.21,13366.0,1.095,-0.781831,0.62349,10,2016-10-16
15707,654,11,38.54,13216.0,1.071,-0.781831,0.62349,11,2016-10-16
15708,654,12,38.67,13523.0,1.19,-0.781831,0.62349,12,2016-10-16
15709,654,13,34.49,12890.0,1.269,-0.781831,0.62349,13,2016-10-16
15710,654,14,34.49,12367.0,1.351,-0.781831,0.62349,14,2016-10-16
15711,654,15,35.18,12289.0,1.366,-0.781831,0.62349,15,2016-10-16
15712,654,16,39.54,12608.0,1.313,-0.781831,0.62349,16,2016-10-16
15713,654,17,42.0,13218.0,1.079,-0.781831,0.62349,17,2016-10-16
15714,654,18,51.57,15244.0,0.991,-0.781831,0.62349,18,2016-10-16
15715,654,19,60.2,16813.0,1.055,-0.781831,0.62349,19,2016-10-16
15716,654,20,63.01,16162.0,1.166,-0.781831,0.62349,20,2016-10-16
15717,654,21,52.7,15311.0,1.445,-0.781831,0.62349,21,2016-10-16
15718,654,22,50.1,13944.0,1.668,-0.781831,0.62349,22,2016-10-16
15719,654,23,44.9,12403.0,1.586,-0.781831,0.62349,23,2016-10-16
15720,655,0,41.0,10807.0,1.085,0.0,1.0,0,2016-10-17
15721,655,1,35.6,10050.0,1.011,0.0,1.0,1,2016-10-17
15722,655,2,34.88,9785.0,0.917,0.0,1.0,2,2016-10-17
15723,655,3,34.23,9857.0,0.743,0.0,1.0,3,2016-10-17
15724,655,4,34.23,10296.0,0.713,0.0,1.0,4,2016-10-17
15725,655,5,35.0,11362.0,0.686,0.0,1.0,5,2016-10-17
15726,655,6,46.64,15068.0,0.692,0.0,1.0,6,2016-10-17
15727,655,7,66.12172,19776.0,0.597,0.0,1.0,7,2016-10-17
15728,655,8,71.0393,23151.0,0.437,0.0,1.0,8,2016-10-17
15729,655,9,73.01,24672.0,0.314,0.0,1.0,9,2016-10-17
15730,655,10,71.57632,24793.0,0.27,0.0,1.0,10,2016-10-17
15731,655,11,70.73,25118.0,0.27,0.0,1.0,11,2016-10-17
15732,655,12,64.75,23174.0,0.294,0.0,1.0,12,2016-10-17
15733,655,13,63.77,22848.0,0.374,0.0,1.0,13,2016-10-17
15734,655,14,62.49,24385.0,0.494,0.0,1.0,14,2016-10-17
15735,655,15,60.1,24846.0,0.469,0.0,1.0,15,2016-10-17
15736,655,16,59.69,24838.0,0.466,0.0,1.0,16,2016-10-17
15737,655,17,61.32717,24417.0,0.453,0.0,1.0,17,2016-10-17
15738,655,18,70.0,23698.0,0.292,0.0,1.0,18,2016-10-17
15739,655,19,81.2,23501.0,0.271,0.0,1.0,19,2016-10-17
15740,655,20,73.01,22190.0,0.3,0.0,1.0,20,2016-10-17
15741,655,21,63.3295,20574.0,0.33,0.0,1.0,21,2016-10-17
15742,655,22,53.51,18419.0,0.435,0.0,1.0,22,2016-10-17
15743,655,23,52.23,16389.0,0.744,0.0,1.0,23,2016-10-17
15744,656,0,53.25,14343.0,1.049,0.781831,0.62349,0,2016-10-18
15745,656,1,49.8,13331.0,1.286,0.781831,0.62349,1,2016-10-18
15746,656,2,46.1,12848.0,1.477,0.781831,0.62349,2,2016-10-18
15747,656,3,43.4,12781.0,1.638,0.781831,0.62349,3,2016-10-18
15748,656,4,43.27,13020.0,1.86,0.781831,0.62349,4,2016-10-18
15749,656,5,46.41,13807.0,1.949,0.781831,0.62349,5,2016-10-18
15750,656,6,66.25075,17000.0,2.103,0.781831,0.62349,6,2016-10-18
15751,656,7,89.96593,21659.0,2.241,0.781831,0.62349,7,2016-10-18
15752,656,8,86.33622,24845.0,2.262,0.781831,0.62349,8,2016-10-18
15753,656,9,83.54,26195.0,2.193,0.781831,0.62349,9,2016-10-18
15754,656,10,83.84425,26299.0,2.328,0.781831,0.62349,10,2016-10-18
15755,656,11,78.0,26380.0,2.471,0.781831,0.62349,11,2016-10-18
15756,656,12,70.0,24322.0,2.741,0.781831,0.62349,12,2016-10-18
15757,656,13,67.4,23723.0,3.104,0.781831,0.62349,13,2016-10-18
15758,656,14,65.02569,24957.0,3.302,0.781831,0.62349,14,2016-10-18
15759,656,15,65.89898,24953.0,3.24,0.781831,0.62349,15,2016-10-18
15760,656,16,64.7,24468.0,3.138,0.781831,0.62349,16,2016-10-18
15761,656,17,64.88,24100.0,3.195,0.781831,0.62349,17,2016-10-18
15762,656,18,72.61,23973.0,3.192,0.781831,0.62349,18,2016-10-18
15763,656,19,89.56938,23780.0,3.342,0.781831,0.62349,19,2016-10-18
15764,656,20,75.0,22071.0,3.471,0.781831,0.62349,20,2016-10-18
15765,656,21,65.99356,20181.0,3.789,0.781831,0.62349,21,2016-10-18
15766,656,22,62.34996,17681.0,4.131,0.781831,0.62349,22,2016-10-18
15767,656,23,59.8089,15880.0,4.129,0.781831,0.62349,23,2016-10-18
15768,657,0,55.8271,14833.0,1.419,0.974928,-0.222521,0,2016-10-19
15769,657,1,51.57,14043.0,1.361,0.974928,-0.222521,1,2016-10-19
15770,657,2,45.81,13595.0,1.386,0.974928,-0.222521,2,2016-10-19
15771,657,3,43.6,13576.0,1.492,0.974928,-0.222521,3,2016-10-19
15772,657,4,43.79,13804.0,1.604,0.974928,-0.222521,4,2016-10-19
15773,657,5,47.69,14566.0,1.725,0.974928,-0.222521,5,2016-10-19
15774,657,6,62.91422,17222.0,1.924,0.974928,-0.222521,6,2016-10-19
15775,657,7,79.0,21106.0,2.03,0.974928,-0.222521,7,2016-10-19
15776,657,8,82.50755,23177.0,2.041,0.974928,-0.222521,8,2016-10-19
15777,657,9,81.68461,23829.0,2.063,0.974928,-0.222521,9,2016-10-19
15778,657,10,80.0,23260.0,2.472,0.974928,-0.222521,10,2016-10-19
15779,657,11,81.92882,22967.0,3.005,0.974928,-0.222521,11,2016-10-19
15780,657,12,74.0,20954.0,3.598,0.974928,-0.222521,12,2016-10-19
15781,657,13,70.32456,20687.0,4.212,0.974928,-0.222521,13,2016-10-19
15782,657,14,68.85873,21485.0,4.519,0.974928,-0.222521,14,2016-10-19
15783,657,15,68.68877,21655.0,4.571,0.974928,-0.222521,15,2016-10-19
15784,657,16,70.0,21530.0,4.471,0.974928,-0.222521,16,2016-10-19
15785,657,17,70.0429,21604.0,4.321,0.974928,-0.222521,17,2016-10-19
15786,657,18,81.55197,22071.0,4.367,0.974928,-0.222521,18,2016-10-19
15787,657,19,91.32623,23372.0,4.657,0.974928,-0.222521,19,2016-10-19
15788,657,20,77.66007,22225.0,5.084,0.974928,-0.222521,20,2016-10-19
15789,657,21,67.5093,20698.0,5.728,0.974928,-0.222521,21,2016-10-19
15790,657,22,66.97635,18419.0,6.401,0.974928,-0.222521,22,2016-10-19
15791,657,23,66.01,16165.0,6.823,0.974928,-0.222521,23,2016-10-19
15792,658,0,63.06,14588.0,6.473,0.433884,-0.900969,0,2016-10-20
15793,658,1,54.1,13655.0,6.842,0.433884,-0.900969,1,2016-10-20
15794,658,2,50.36094,13278.0,7.019,0.433884,-0.900969,2,2016-10-20
15795,658,3,46.34,13127.0,7.042,0.433884,-0.900969,3,2016-10-20
15796,658,4,46.34,13229.0,6.874,0.433884,-0.900969,4,2016-10-20
15797,658,5,53.01,14081.0,6.565,0.433884,-0.900969,5,2016-10-20
15798,658,6,74.9,17318.0,6.201,0.433884,-0.900969,6,2016-10-20
15799,658,7,97.0,21492.0,6.024,0.433884,-0.900969,7,2016-10-20
15800,658,8,97.48377,23743.0,6.045,0.433884,-0.900969,8,2016-10-20
15801,658,9,100.0,24480.0,6.057,0.433884,-0.900969,9,2016-10-20
15802,658,10,89.84,24223.0,6.2,0.433884,-0.900969,10,2016-10-20
15803,658,11,89.68076,23923.0,6.66,0.433884,-0.900969,11,2016-10-20
15804,658,12,89.98452,21919.0,7.225,0.433884,-0.900969,12,2016-10-20
15805,658,13,82.50875,21728.0,7.461,0.433884,-0.900969,13,2016-10-20
15806,658,14,78.48218,22752.0,7.171,0.433884,-0.900969,14,2016-10-20
15807,658,15,77.8664,23119.0,6.464,0.433884,-0.900969,15,2016-10-20
15808,658,16,74.92371,23236.0,5.698,0.433884,-0.900969,16,2016-10-20
15809,658,17,73.51,22971.0,5.105,0.433884,-0.900969,17,2016-10-20
15810,658,18,82.41815,22469.0,4.814,0.433884,-0.900969,18,2016-10-20
15811,658,19,91.9,22770.0,4.623,0.433884,-0.900969,19,2016-10-20
15812,658,20,82.45,21444.0,4.399,0.433884,-0.900969,20,2016-10-20
15813,658,21,74.33907,19925.0,4.629,0.433884,-0.900969,21,2016-10-20
15814,658,22,71.82286,17613.0,4.986,0.433884,-0.900969,22,2016-10-20
15815,658,23,74.0,15763.0,5.218,0.433884,-0.900969,23,2016-10-20
15816,659,0,66.14028,15224.0,5.772,-0.433884,-0.900969,0,2016-10-21
15817,659,1,52.75,13981.0,6.013,-0.433884,-0.900969,1,2016-10-21
15818,659,2,47.74,13182.0,5.909,-0.433884,-0.900969,2,2016-10-21
15819,659,3,43.49,13092.0,5.388,-0.433884,-0.900969,3,2016-10-21
15820,659,4,43.42,13117.0,4.964,-0.433884,-0.900969,4,2016-10-21
15821,659,5,50.5,13825.0,4.736,-0.433884,-0.900969,5,2016-10-21
15822,659,6,71.2028,16670.0,4.717,-0.433884,-0.900969,6,2016-10-21
15823,659,7,84.39,20943.0,4.886,-0.433884,-0.900969,7,2016-10-21
15824,659,8,90.0,23308.0,5.169,-0.433884,-0.900969,8,2016-10-21
15825,659,9,86.93592,24256.0,5.606,-0.433884,-0.900969,9,2016-10-21
15826,659,10,86.41204,23850.0,6.196,-0.433884,-0.900969,10,2016-10-21
15827,659,11,84.07889,23077.0,6.649,-0.433884,-0.900969,11,2016-10-21
15828,659,12,77.67,21237.0,6.813,-0.433884,-0.900969,12,2016-10-21
15829,659,13,74.01,20931.0,6.628,-0.433884,-0.900969,13,2016-10-21
15830,659,14,74.28,21300.0,6.281,-0.433884,-0.900969,14,2016-10-21
15831,659,15,72.09,21794.0,5.584,-0.433884,-0.900969,15,2016-10-21
15832,659,16,73.0,21706.0,4.74,-0.433884,-0.900969,16,2016-10-21
15833,659,17,76.98406,21267.0,3.831,-0.433884,-0.900969,17,2016-10-21
15834,659,18,85.17,21656.0,3.285,-0.433884,-0.900969,18,2016-10-21
15835,659,19,94.74,22731.0,2.899,-0.433884,-0.900969,19,2016-10-21
15836,659,20,80.5,21482.0,2.666,-0.433884,-0.900969,20,2016-10-21
15837,659,21,75.73919,19819.0,2.556,-0.433884,-0.900969,21,2016-10-21
15838,659,22,74.7,17743.0,2.636,-0.433884,-0.900969,22,2016-10-21
15839,659,23,71.95281,16053.0,2.6,-0.433884,-0.900969,23,2016-10-21
15840,660,0,54.7,14523.0,2.185,-0.974928,-0.222521,0,2016-10-22
15841,660,1,51.16,13363.0,2.202,-0.974928,-0.222521,1,2016-10-22
15842,660,2,48.86,12672.0,1.769,-0.974928,-0.222521,2,2016-10-22
15843,660,3,45.99,12306.0,1.444,-0.974928,-0.222521,3,2016-10-22
15844,660,4,44.35,12422.0,0.881,-0.974928,-0.222521,4,2016-10-22
15845,660,5,46.23,12504.0,0.566,-0.974928,-0.222521,5,2016-10-22
15846,660,6,48.51,13860.0,0.412,-0.974928,-0.222521,6,2016-10-22
15847,660,7,52.01,15601.0,0.346,-0.974928,-0.222521,7,2016-10-22
15848,660,8,64.5,16656.0,0.239,-0.974928,-0.222521,8,2016-10-22
15849,660,9,61.15,17331.0,0.158,-0.974928,-0.222521,9,2016-10-22
15850,660,10,57.0,17025.0,0.13,-0.974928,-0.222521,10,2016-10-22
15851,660,11,55.2,16333.0,0.142,-0.974928,-0.222521,11,2016-10-22
15852,660,12,52.0,14962.0,0.376,-0.974928,-0.222521,12,2016-10-22
15853,660,13,47.3,14117.0,0.705,-0.974928,-0.222521,13,2016-10-22
15854,660,14,47.56,13819.0,0.872,-0.974928,-0.222521,14,2016-10-22
15855,660,15,47.21,13609.0,1.001,-0.974928,-0.222521,15,2016-10-22
15856,660,16,47.21,14445.0,1.083,-0.974928,-0.222521,16,2016-10-22
15857,660,17,52.0,14985.0,1.102,-0.974928,-0.222521,17,2016-10-22
15858,660,18,67.97899,16652.0,1.129,-0.974928,-0.222521,18,2016-10-22
15859,660,19,84.48,18475.0,1.108,-0.974928,-0.222521,19,2016-10-22
15860,660,20,75.0,17194.0,1.201,-0.974928,-0.222521,20,2016-10-22
15861,660,21,60.44688,15573.0,1.479,-0.974928,-0.222521,21,2016-10-22
15862,660,22,55.09609,14434.0,1.816,-0.974928,-0.222521,22,2016-10-22
15863,660,23,56.3231,13131.0,2.128,-0.974928,-0.222521,23,2016-10-22
15864,661,0,53.0,12504.0,2.198,-0.781831,0.62349,0,2016-10-23
15865,661,1,45.48755,11517.0,2.308,-0.781831,0.62349,1,2016-10-23
15866,661,2,44.97,10969.0,2.446,-0.781831,0.62349,2,2016-10-23
15867,661,3,44.86,10932.0,2.449,-0.781831,0.62349,3,2016-10-23
15868,661,4,43.42,10998.0,2.641,-0.781831,0.62349,4,2016-10-23
15869,661,5,43.42,11218.0,2.855,-0.781831,0.62349,5,2016-10-23
15870,661,6,44.86,11642.0,2.956,-0.781831,0.62349,6,2016-10-23
15871,661,7,44.94,12342.0,2.894,-0.781831,0.62349,7,2016-10-23
15872,661,8,46.0,12770.0,2.68,-0.781831,0.62349,8,2016-10-23
15873,661,9,47.26,13486.0,2.541,-0.781831,0.62349,9,2016-10-23
15874,661,10,50.0,13563.0,2.496,-0.781831,0.62349,10,2016-10-23
15875,661,11,50.0,13468.0,2.416,-0.781831,0.62349,11,2016-10-23
15876,661,12,47.27,13386.0,2.267,-0.781831,0.62349,12,2016-10-23
15877,661,13,45.07,12841.0,2.272,-0.781831,0.62349,13,2016-10-23
15878,661,14,44.97,12608.0,1.982,-0.781831,0.62349,14,2016-10-23
15879,661,15,45.07,12619.0,1.681,-0.781831,0.62349,15,2016-10-23
15880,661,16,45.44,12651.0,1.498,-0.781831,0.62349,16,2016-10-23
15881,661,17,50.0,13119.0,1.309,-0.781831,0.62349,17,2016-10-23
15882,661,18,57.46331,14541.0,1.467,-0.781831,0.62349,18,2016-10-23
15883,661,19,71.64223,16603.0,1.822,-0.781831,0.62349,19,2016-10-23
15884,661,20,63.49,16017.0,2.285,-0.781831,0.62349,20,2016-10-23
15885,661,21,56.3,14812.0,2.807,-0.781831,0.62349,21,2016-10-23
15886,661,22,55.0,13440.0,3.458,-0.781831,0.62349,22,2016-10-23
15887,661,23,50.0,12048.0,3.826,-0.781831,0.62349,23,2016-10-23
15888,662,0,46.1,11766.0,2.864,0.0,1.0,0,2016-10-24
15889,662,1,42.04,10910.0,2.723,0.0,1.0,1,2016-10-24
15890,662,2,38.88,10559.0,2.829,0.0,1.0,2,2016-10-24
15891,662,3,38.56,10344.0,3.027,0.0,1.0,3,2016-10-24
15892,662,4,38.56,10610.0,3.254,0.0,1.0,4,2016-10-24
15893,662,5,41.0,11825.0,3.544,0.0,1.0,5,2016-10-24
15894,662,6,51.57,15494.0,3.982,0.0,1.0,6,2016-10-24
15895,662,7,77.81,19987.0,4.484,0.0,1.0,7,2016-10-24
15896,662,8,84.33,22681.0,4.651,0.0,1.0,8,2016-10-24
15897,662,9,82.0,23359.0,4.465,0.0,1.0,9,2016-10-24
15898,662,10,85.0,23131.0,4.232,0.0,1.0,10,2016-10-24
15899,662,11,84.5,22769.0,3.94,0.0,1.0,11,2016-10-24
15900,662,12,78.7,21002.0,3.637,0.0,1.0,12,2016-10-24
15901,662,13,78.1,21088.0,3.394,0.0,1.0,13,2016-10-24
15902,662,14,90.0,21837.0,3.52,0.0,1.0,14,2016-10-24
15903,662,15,85.83822,22162.0,3.777,0.0,1.0,15,2016-10-24
15904,662,16,84.6871,22455.0,4.139,0.0,1.0,16,2016-10-24
15905,662,17,87.0,22079.0,4.798,0.0,1.0,17,2016-10-24
15906,662,18,91.1,22257.0,5.432,0.0,1.0,18,2016-10-24
15907,662,19,88.0,23131.0,5.953,0.0,1.0,19,2016-10-24
15908,662,20,93.67222,21772.0,6.35,0.0,1.0,20,2016-10-24
15909,662,21,74.29,20244.0,6.845,0.0,1.0,21,2016-10-24
15910,662,22,66.2245,17979.0,7.304,0.0,1.0,22,2016-10-24
15911,662,23,60.15,16058.0,7.684,0.0,1.0,23,2016-10-24
15912,663,0,54.43372,14772.0,5.88,0.781831,0.62349,0,2016-10-25
15913,663,1,46.36,13748.0,6.008,0.781831,0.62349,1,2016-10-25
15914,663,2,43.20796,13224.0,6.173,0.781831,0.62349,2,2016-10-25
15915,663,3,41.06,12976.0,6.275,0.781831,0.62349,3,2016-10-25
15916,663,4,41.42175,13056.0,6.313,0.781831,0.62349,4,2016-10-25
15917,663,5,46.46,14097.0,6.259,0.781831,0.62349,5,2016-10-25
15918,663,6,70.86405,17249.0,6.013,0.781831,0.62349,6,2016-10-25
15919,663,7,85.8,21561.0,5.644,0.781831,0.62349,7,2016-10-25
15920,663,8,100.14999,23991.0,5.214,0.781831,0.62349,8,2016-10-25
15921,663,9,109.21185,24521.0,4.679,0.781831,0.62349,9,2016-10-25
15922,663,10,104.52524,24299.0,4.166,0.781831,0.62349,10,2016-10-25
15923,663,11,99.0,24023.0,3.715,0.781831,0.62349,11,2016-10-25
15924,663,12,84.21485,21992.0,3.516,0.781831,0.62349,12,2016-10-25
15925,663,13,84.6,21853.0,3.333,0.781831,0.62349,13,2016-10-25
15926,663,14,84.5,22202.0,3.251,0.781831,0.62349,14,2016-10-25
15927,663,15,85.5,22663.0,3.17,0.781831,0.62349,15,2016-10-25
15928,663,16,87.13927,22824.0,3.049,0.781831,0.62349,16,2016-10-25
15929,663,17,90.0,22202.0,3.056,0.781831,0.62349,17,2016-10-25
15930,663,18,101.55229,22519.0,3.425,0.781831,0.62349,18,2016-10-25
15931,663,19,93.89,23243.0,3.754,0.781831,0.62349,19,2016-10-25
15932,663,20,83.92,21737.0,4.015,0.781831,0.62349,20,2016-10-25
15933,663,21,86.04393,20002.0,4.508,0.781831,0.62349,21,2016-10-25
15934,663,22,73.73578,17736.0,4.855,0.781831,0.62349,22,2016-10-25
15935,663,23,63.90993,15910.0,4.999,0.781831,0.62349,23,2016-10-25
15936,664,0,60.0,14412.0,5.936,0.974928,-0.222521,0,2016-10-26
15937,664,1,51.57,13432.0,6.12,0.974928,-0.222521,1,2016-10-26
15938,664,2,46.36,13179.0,6.157,0.974928,-0.222521,2,2016-10-26
15939,664,3,43.03875,13032.0,5.609,0.974928,-0.222521,3,2016-10-26
15940,664,4,43.87,13203.0,5.234,0.974928,-0.222521,4,2016-10-26
15941,664,5,47.8,14106.0,4.743,0.974928,-0.222521,5,2016-10-26
15942,664,6,60.7,17220.0,4.121,0.974928,-0.222521,6,2016-10-26
15943,664,7,83.78844,21638.0,3.612,0.974928,-0.222521,7,2016-10-26
15944,664,8,89.13778,24106.0,2.946,0.974928,-0.222521,8,2016-10-26
15945,664,9,89.95,24657.0,2.199,0.974928,-0.222521,9,2016-10-26
15946,664,10,87.09,24377.0,1.647,0.974928,-0.222521,10,2016-10-26
15947,664,11,85.95316,24257.0,1.35,0.974928,-0.222521,11,2016-10-26
15948,664,12,78.05214,22254.0,1.244,0.974928,-0.222521,12,2016-10-26
15949,664,13,76.7,21840.0,1.255,0.974928,-0.222521,13,2016-10-26
15950,664,14,77.16165,22520.0,1.295,0.974928,-0.222521,14,2016-10-26
15951,664,15,77.0,22719.0,1.247,0.974928,-0.222521,15,2016-10-26
15952,664,16,77.0,23072.0,1.268,0.974928,-0.222521,16,2016-10-26
15953,664,17,75.52,22657.0,1.377,0.974928,-0.222521,17,2016-10-26
15954,664,18,83.92,23543.0,1.28,0.974928,-0.222521,18,2016-10-26
15955,664,19,92.67,23716.0,1.243,0.974928,-0.222521,19,2016-10-26
15956,664,20,83.33867,22011.0,1.464,0.974928,-0.222521,20,2016-10-26
15957,664,21,70.97129,20602.0,1.673,0.974928,-0.222521,21,2016-10-26
15958,664,22,61.45485,18689.0,2.244,0.974928,-0.222521,22,2016-10-26
15959,664,23,57.05231,16756.0,2.766,0.974928,-0.222521,23,2016-10-26
15960,665,0,52.57793,15127.0,1.652,0.433884,-0.900969,0,2016-10-27
15961,665,1,47.08,14214.0,2.338,0.433884,-0.900969,1,2016-10-27
15962,665,2,44.87,13900.0,3.253,0.433884,-0.900969,2,2016-10-27
15963,665,3,44.89,13570.0,4.165,0.433884,-0.900969,3,2016-10-27
15964,665,4,43.61,13562.0,5.051,0.433884,-0.900969,4,2016-10-27
15965,665,5,44.95,14230.0,5.836,0.433884,-0.900969,5,2016-10-27
15966,665,6,51.57,17436.0,6.6,0.433884,-0.900969,6,2016-10-27
15967,665,7,75.68926,21735.0,7.472,0.433884,-0.900969,7,2016-10-27
15968,665,8,80.03166,24343.0,8.36,0.433884,-0.900969,8,2016-10-27
15969,665,9,77.0,25062.0,9.364,0.433884,-0.900969,9,2016-10-27
15970,665,10,74.78,25051.0,10.523,0.433884,-0.900969,10,2016-10-27
15971,665,11,73.4,24867.0,11.486,0.433884,-0.900969,11,2016-10-27
15972,665,12,63.24,22505.0,12.305,0.433884,-0.900969,12,2016-10-27
15973,665,13,60.91,22218.0,12.96,0.433884,-0.900969,13,2016-10-27
15974,665,14,59.98,23427.0,13.033,0.433884,-0.900969,14,2016-10-27
15975,665,15,59.9,23494.0,12.865,0.433884,-0.900969,15,2016-10-27
15976,665,16,60.56,23512.0,12.882,0.433884,-0.900969,16,2016-10-27
15977,665,17,61.86257,23236.0,13.278,0.433884,-0.900969,17,2016-10-27
15978,665,18,77.0,23934.0,13.938,0.433884,-0.900969,18,2016-10-27
15979,665,19,85.86658,23814.0,14.275,0.433884,-0.900969,19,2016-10-27
15980,665,20,73.27138,22114.0,14.33,0.433884,-0.900969,20,2016-10-27
15981,665,21,62.69,20230.0,14.373,0.433884,-0.900969,21,2016-10-27
15982,665,22,57.59127,18055.0,14.282,0.433884,-0.900969,22,2016-10-27
15983,665,23,55.7,16212.0,14.38,0.433884,-0.900969,23,2016-10-27
15984,666,0,48.75,15311.0,14.29,-0.433884,-0.900969,0,2016-10-28
15985,666,1,42.67,14128.0,13.959,-0.433884,-0.900969,1,2016-10-28
15986,666,2,38.99,13696.0,13.951,-0.433884,-0.900969,2,2016-10-28
15987,666,3,36.14,13501.0,14.07,-0.433884,-0.900969,3,2016-10-28
15988,666,4,36.2,13522.0,14.225,-0.433884,-0.900969,4,2016-10-28
15989,666,5,38.99,14194.0,14.389,-0.433884,-0.900969,5,2016-10-28
15990,666,6,58.3,17467.0,14.604,-0.433884,-0.900969,6,2016-10-28
15991,666,7,70.0,21583.0,14.69,-0.433884,-0.900969,7,2016-10-28
15992,666,8,76.0,23789.0,14.799,-0.433884,-0.900969,8,2016-10-28
15993,666,9,74.55939,24034.0,14.373,-0.433884,-0.900969,9,2016-10-28
15994,666,10,72.0,23664.0,14.098,-0.433884,-0.900969,10,2016-10-28
15995,666,11,68.78,23263.0,14.296,-0.433884,-0.900969,11,2016-10-28
15996,666,12,58.81,21351.0,13.969,-0.433884,-0.900969,12,2016-10-28
15997,666,13,56.65,20856.0,13.256,-0.433884,-0.900969,13,2016-10-28
15998,666,14,57.98,22080.0,12.866,-0.433884,-0.900969,14,2016-10-28
15999,666,15,56.28,22443.0,12.402,-0.433884,-0.900969,15,2016-10-28
16000,666,16,56.30244,22564.0,11.933,-0.433884,-0.900969,16,2016-10-28
16001,666,17,60.56,22316.0,11.628,-0.433884,-0.900969,17,2016-10-28
16002,666,18,71.61,22809.0,11.628,-0.433884,-0.900969,18,2016-10-28
16003,666,19,81.24,23293.0,11.639,-0.433884,-0.900969,19,2016-10-28
16004,666,20,69.09,21661.0,11.283,-0.433884,-0.900969,20,2016-10-28
16005,666,21,57.69,19842.0,11.035,-0.433884,-0.900969,21,2016-10-28
16006,666,22,55.35,18080.0,10.803,-0.433884,-0.900969,22,2016-10-28
16007,666,23,51.57,16159.0,10.597,-0.433884,-0.900969,23,2016-10-28
16008,667,0,55.2,14839.0,10.181,-0.974928,-0.222521,0,2016-10-29
16009,667,1,49.33,13616.0,10.25,-0.974928,-0.222521,1,2016-10-29
16010,667,2,48.22,13027.0,9.911,-0.974928,-0.222521,2,2016-10-29
16011,667,3,44.94,12614.0,9.303,-0.974928,-0.222521,3,2016-10-29
