IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SUD,FUTU__D_SUD,FUTU__WIND_SUD,CONST__wd_sin,CONST__wd_cos,Hour,Date
24115,1004,19,56.5,3166.0,125.039,-0.781831,0.62349,19,2017-10-01
24116,1004,20,53.63,3300.0,103.509,-0.781831,0.62349,20,2017-10-01
24117,1004,21,52.46,3021.0,79.458,-0.781831,0.62349,21,2017-10-01
24118,1004,22,51.82,2883.0,65.639,-0.781831,0.62349,22,2017-10-01
24119,1004,23,46.7,2556.0,61.529,-0.781831,0.62349,23,2017-10-01
24120,1005,0,45.13,2256.0,68.761,0.0,1.0,0,2017-10-02
24121,1005,1,41.57,2124.0,68.143,0.0,1.0,1,2017-10-02
24122,1005,2,41.33,2034.0,76.096,0.0,1.0,2,2017-10-02
24123,1005,3,41.32,2058.0,84.603,0.0,1.0,3,2017-10-02
24124,1005,4,41.33,2095.0,85.476,0.0,1.0,4,2017-10-02
24125,1005,5,45.13,2232.0,83.208,0.0,1.0,5,2017-10-02
24126,1005,6,53.47,2535.0,79.916,0.0,1.0,6,2017-10-02
24127,1005,7,55.97,2834.0,76.97,0.0,1.0,7,2017-10-02
24128,1005,8,59.0,3019.0,70.57,0.0,1.0,8,2017-10-02
24129,1005,9,55.36,3019.0,58.078,0.0,1.0,9,2017-10-02
24130,1005,10,54.1,2926.0,56.837,0.0,1.0,10,2017-10-02
24131,1005,11,53.47,2742.0,65.431,0.0,1.0,11,2017-10-02
24132,1005,12,52.99,2763.0,73.179,0.0,1.0,12,2017-10-02
24133,1005,13,51.03,2853.0,92.069,0.0,1.0,13,2017-10-02
24134,1005,14,53.36,2886.0,113.697,0.0,1.0,14,2017-10-02
24135,1005,15,53.7,2758.0,133.674,0.0,1.0,15,2017-10-02
24136,1005,16,54.1,2973.0,158.524,0.0,1.0,16,2017-10-02
24137,1005,17,56.56,3131.0,169.094,0.0,1.0,17,2017-10-02
24138,1005,18,59.27,3228.0,152.271,0.0,1.0,18,2017-10-02
24139,1005,19,79.99,3670.0,122.149,0.0,1.0,19,2017-10-02
24140,1005,20,60.39,3622.0,94.089,0.0,1.0,20,2017-10-02
24141,1005,21,54.95,3340.0,75.156,0.0,1.0,21,2017-10-02
24142,1005,22,53.36,3077.0,65.559,0.0,1.0,22,2017-10-02
24143,1005,23,48.86,2698.0,60.57,0.0,1.0,23,2017-10-02
24144,1006,0,45.09,2508.0,64.424,0.781831,0.62349,0,2017-10-03
24145,1006,1,42.6,2317.0,67.293,0.781831,0.62349,1,2017-10-03
24146,1006,2,41.67,2228.0,71.39,0.781831,0.62349,2,2017-10-03
24147,1006,3,41.32,2195.0,76.349,0.781831,0.62349,3,2017-10-03
24148,1006,4,41.33,2213.0,83.855,0.781831,0.62349,4,2017-10-03
24149,1006,5,45.09,2365.0,92.354,0.781831,0.62349,5,2017-10-03
24150,1006,6,53.47,2657.0,100.469,0.781831,0.62349,6,2017-10-03
24151,1006,7,54.95,2914.0,107.954,0.781831,0.62349,7,2017-10-03
24152,1006,8,54.93,3082.0,114.605,0.781831,0.62349,8,2017-10-03
24153,1006,9,53.47,2962.0,124.941,0.781831,0.62349,9,2017-10-03
24154,1006,10,53.36,2884.0,142.653,0.781831,0.62349,10,2017-10-03
24155,1006,11,53.36,2761.0,167.075,0.781831,0.62349,11,2017-10-03
24156,1006,12,47.16,2792.0,200.986,0.781831,0.62349,12,2017-10-03
24157,1006,13,46.0,2878.0,251.324,0.781831,0.62349,13,2017-10-03
24158,1006,14,46.0,2907.0,314.96,0.781831,0.62349,14,2017-10-03
24159,1006,15,49.19,2811.0,379.802,0.781831,0.62349,15,2017-10-03
24160,1006,16,53.36,2949.0,431.266,0.781831,0.62349,16,2017-10-03
24161,1006,17,53.47,3107.0,440.777,0.781831,0.62349,17,2017-10-03
24162,1006,18,57.93,3284.0,414.249,0.781831,0.62349,18,2017-10-03
24163,1006,19,54.95,3723.0,383.215,0.781831,0.62349,19,2017-10-03
24164,1006,20,54.95,3638.0,357.938,0.781831,0.62349,20,2017-10-03
24165,1006,21,53.47,3350.0,341.115,0.781831,0.62349,21,2017-10-03
24166,1006,22,48.07,3088.0,329.673,0.781831,0.62349,22,2017-10-03
24167,1006,23,45.14,2711.0,321.401,0.781831,0.62349,23,2017-10-03
24168,1007,0,47.1,2365.0,303.2,0.974928,-0.222521,0,2017-10-04
24169,1007,1,45.72,2154.0,257.18,0.974928,-0.222521,1,2017-10-04
24170,1007,2,41.67,2105.0,222.445,0.974928,-0.222521,2,2017-10-04
24171,1007,3,41.67,2048.0,192.276,0.974928,-0.222521,3,2017-10-04
24172,1007,4,41.33,2142.0,172.113,0.974928,-0.222521,4,2017-10-04
24173,1007,5,44.15,2268.0,160.395,0.974928,-0.222521,5,2017-10-04
24174,1007,6,54.95,2545.0,149.816,0.974928,-0.222521,6,2017-10-04
24175,1007,7,61.24,2709.0,146.961,0.974928,-0.222521,7,2017-10-04
24176,1007,8,64.77,2942.0,136.365,0.974928,-0.222521,8,2017-10-04
24177,1007,9,54.95,3080.0,116.991,0.974928,-0.222521,9,2017-10-04
24178,1007,10,53.47,3142.0,97.707,0.974928,-0.222521,10,2017-10-04
24179,1007,11,53.0,3092.0,83.227,0.974928,-0.222521,11,2017-10-04
24180,1007,12,48.5,2779.0,85.217,0.974928,-0.222521,12,2017-10-04
24181,1007,13,48.0,2732.0,97.723,0.974928,-0.222521,13,2017-10-04
24182,1007,14,48.5,2772.0,110.485,0.974928,-0.222521,14,2017-10-04
24183,1007,15,53.36,2662.0,128.358,0.974928,-0.222521,15,2017-10-04
24184,1007,16,53.47,2841.0,149.574,0.974928,-0.222521,16,2017-10-04
24185,1007,17,54.95,3068.0,160.958,0.974928,-0.222521,17,2017-10-04
24186,1007,18,58.5,3201.0,157.378,0.974928,-0.222521,18,2017-10-04
24187,1007,19,79.0,3467.0,134.209,0.974928,-0.222521,19,2017-10-04
24188,1007,20,66.06,3463.0,96.314,0.974928,-0.222521,20,2017-10-04
24189,1007,21,56.0,3090.0,68.122,0.974928,-0.222521,21,2017-10-04
24190,1007,22,53.47,2840.0,59.529,0.974928,-0.222521,22,2017-10-04
24191,1007,23,50.82,2491.0,58.594,0.974928,-0.222521,23,2017-10-04
24192,1008,0,52.09,2431.0,68.869,0.433884,-0.900969,0,2017-10-05
24193,1008,1,49.09,2186.0,65.671,0.433884,-0.900969,1,2017-10-05
24194,1008,2,45.12,2103.0,62.189,0.433884,-0.900969,2,2017-10-05
24195,1008,3,45.11,2044.0,65.02,0.433884,-0.900969,3,2017-10-05
24196,1008,4,45.11,2116.0,73.967,0.433884,-0.900969,4,2017-10-05
24197,1008,5,49.09,2218.0,85.328,0.433884,-0.900969,5,2017-10-05
24198,1008,6,58.0,2514.0,97.279,0.433884,-0.900969,6,2017-10-05
24199,1008,7,61.0,2702.0,112.677,0.433884,-0.900969,7,2017-10-05
24200,1008,8,62.64,2937.0,128.963,0.433884,-0.900969,8,2017-10-05
24201,1008,9,54.95,3045.0,140.826,0.433884,-0.900969,9,2017-10-05
24202,1008,10,53.47,3063.0,154.874,0.433884,-0.900969,10,2017-10-05
24203,1008,11,53.36,2968.0,193.018,0.433884,-0.900969,11,2017-10-05
24204,1008,12,48.0,2728.0,273.532,0.433884,-0.900969,12,2017-10-05
24205,1008,13,45.11,2704.0,402.124,0.433884,-0.900969,13,2017-10-05
24206,1008,14,46.04,2820.0,551.226,0.433884,-0.900969,14,2017-10-05
24207,1008,15,48.0,2815.0,675.196,0.433884,-0.900969,15,2017-10-05
24208,1008,16,53.36,2954.0,743.244,0.433884,-0.900969,16,2017-10-05
24209,1008,17,54.1,3104.0,773.523,0.433884,-0.900969,17,2017-10-05
24210,1008,18,61.5,3145.0,829.844,0.433884,-0.900969,18,2017-10-05
24211,1008,19,65.65,3461.0,924.273,0.433884,-0.900969,19,2017-10-05
24212,1008,20,57.23,3415.0,1041.049,0.433884,-0.900969,20,2017-10-05
24213,1008,21,53.47,3095.0,1181.476,0.433884,-0.900969,21,2017-10-05
24214,1008,22,52.48,2904.0,1328.814,0.433884,-0.900969,22,2017-10-05
24215,1008,23,46.09,2500.0,1456.787,0.433884,-0.900969,23,2017-10-05
24216,1009,0,45.84,2244.0,1460.007,-0.433884,-0.900969,0,2017-10-06
24217,1009,1,42.43,2196.0,1535.338,-0.433884,-0.900969,1,2017-10-06
24218,1009,2,41.33,2071.0,1591.918,-0.433884,-0.900969,2,2017-10-06
24219,1009,3,41.32,2051.0,1613.182,-0.433884,-0.900969,3,2017-10-06
24220,1009,4,41.32,2042.0,1589.57,-0.433884,-0.900969,4,2017-10-06
24221,1009,5,42.01,2129.0,1561.14,-0.433884,-0.900969,5,2017-10-06
24222,1009,6,52.98,2511.0,1549.921,-0.433884,-0.900969,6,2017-10-06
24223,1009,7,54.1,2857.0,1551.028,-0.433884,-0.900969,7,2017-10-06
24224,1009,8,54.1,3057.0,1544.822,-0.433884,-0.900969,8,2017-10-06
24225,1009,9,53.47,3214.0,1582.172,-0.433884,-0.900969,9,2017-10-06
24226,1009,10,44.17,3168.0,1696.84,-0.433884,-0.900969,10,2017-10-06
24227,1009,11,42.06,2919.0,1833.078,-0.433884,-0.900969,11,2017-10-06
24228,1009,12,41.32,2695.0,1955.47,-0.433884,-0.900969,12,2017-10-06
24229,1009,13,39.81,2663.0,2040.716,-0.433884,-0.900969,13,2017-10-06
24230,1009,14,41.32,2539.0,2064.083,-0.433884,-0.900969,14,2017-10-06
24231,1009,15,43.71,2710.0,2007.836,-0.433884,-0.900969,15,2017-10-06
24232,1009,16,44.67,2825.0,1893.348,-0.433884,-0.900969,16,2017-10-06
24233,1009,17,53.36,2867.0,1679.243,-0.433884,-0.900969,17,2017-10-06
24234,1009,18,54.95,3077.0,1398.112,-0.433884,-0.900969,18,2017-10-06
24235,1009,19,54.95,3445.0,1208.024,-0.433884,-0.900969,19,2017-10-06
24236,1009,20,54.95,3450.0,1238.833,-0.433884,-0.900969,20,2017-10-06
24237,1009,21,53.36,3136.0,1547.768,-0.433884,-0.900969,21,2017-10-06
24238,1009,22,48.01,2882.0,1970.47,-0.433884,-0.900969,22,2017-10-06
24239,1009,23,41.67,2540.0,2286.48,-0.433884,-0.900969,23,2017-10-06
24240,1010,0,41.46,2447.0,2692.725,-0.974928,-0.222521,0,2017-10-07
24241,1010,1,40.96,2278.0,2793.044,-0.974928,-0.222521,1,2017-10-07
24242,1010,2,40.95,2187.0,2731.038,-0.974928,-0.222521,2,2017-10-07
24243,1010,3,37.7,2088.0,2691.996,-0.974928,-0.222521,3,2017-10-07
24244,1010,4,37.7,2096.0,2715.466,-0.974928,-0.222521,4,2017-10-07
24245,1010,5,37.7,2156.0,2736.711,-0.974928,-0.222521,5,2017-10-07
24246,1010,6,40.96,2366.0,2718.007,-0.974928,-0.222521,6,2017-10-07
24247,1010,7,43.6,2558.0,2668.842,-0.974928,-0.222521,7,2017-10-07
24248,1010,8,43.71,2669.0,2619.56,-0.974928,-0.222521,8,2017-10-07
24249,1010,9,40.96,2754.0,2636.778,-0.974928,-0.222521,9,2017-10-07
24250,1010,10,29.41,2661.0,2722.623,-0.974928,-0.222521,10,2017-10-07
24251,1010,11,10.0,2543.0,2792.465,-0.974928,-0.222521,11,2017-10-07
24252,1010,12,10.0,2563.0,2827.375,-0.974928,-0.222521,12,2017-10-07
24253,1010,13,10.0,2496.0,2855.974,-0.974928,-0.222521,13,2017-10-07
24254,1010,14,10.0,2393.0,2885.79,-0.974928,-0.222521,14,2017-10-07
24255,1010,15,19.0,2453.0,2898.145,-0.974928,-0.222521,15,2017-10-07
24256,1010,16,32.39,2583.0,2861.563,-0.974928,-0.222521,16,2017-10-07
24257,1010,17,43.6,2647.0,2734.109,-0.974928,-0.222521,17,2017-10-07
24258,1010,18,52.98,2915.0,2496.993,-0.974928,-0.222521,18,2017-10-07
24259,1010,19,56.0,3357.0,2202.245,-0.974928,-0.222521,19,2017-10-07
24260,1010,20,55.27,3239.0,1925.224,-0.974928,-0.222521,20,2017-10-07
24261,1010,21,52.79,2919.0,1709.664,-0.974928,-0.222521,21,2017-10-07
24262,1010,22,53.36,2682.0,1556.596,-0.974928,-0.222521,22,2017-10-07
24263,1010,23,47.82,2458.0,1436.826,-0.974928,-0.222521,23,2017-10-07
24264,1011,0,45.4,2311.0,1410.769,-0.781831,0.62349,0,2017-10-08
24265,1011,1,40.96,2200.0,1296.926,-0.781831,0.62349,1,2017-10-08
24266,1011,2,40.77,2111.0,1235.426,-0.781831,0.62349,2,2017-10-08
24267,1011,3,39.17,2077.0,1174.996,-0.781831,0.62349,3,2017-10-08
24268,1011,4,39.15,2072.0,1080.78,-0.781831,0.62349,4,2017-10-08
24269,1011,5,39.67,2061.0,987.582,-0.781831,0.62349,5,2017-10-08
24270,1011,6,41.79,2113.0,887.098,-0.781831,0.62349,6,2017-10-08
24271,1011,7,42.0,2084.0,780.996,-0.781831,0.62349,7,2017-10-08
24272,1011,8,43.6,2274.0,684.338,-0.781831,0.62349,8,2017-10-08
24273,1011,9,47.48,2385.0,635.531,-0.781831,0.62349,9,2017-10-08
24274,1011,10,46.97,2402.0,647.18,-0.781831,0.62349,10,2017-10-08
24275,1011,11,41.71,2458.0,700.466,-0.781831,0.62349,11,2017-10-08
24276,1011,12,41.53,2413.0,804.571,-0.781831,0.62349,12,2017-10-08
24277,1011,13,40.96,2361.0,948.478,-0.781831,0.62349,13,2017-10-08
24278,1011,14,39.74,2193.0,1069.558,-0.781831,0.62349,14,2017-10-08
24279,1011,15,40.96,2223.0,1131.614,-0.781831,0.62349,15,2017-10-08
24280,1011,16,44.42,2427.0,1148.633,-0.781831,0.62349,16,2017-10-08
24281,1011,17,49.33,2500.0,1099.591,-0.781831,0.62349,17,2017-10-08
24282,1011,18,53.25,2634.0,1048.212,-0.781831,0.62349,18,2017-10-08
24283,1011,19,64.0,3066.0,1034.563,-0.781831,0.62349,19,2017-10-08
24284,1011,20,59.94,2950.0,1015.035,-0.781831,0.62349,20,2017-10-08
24285,1011,21,52.27,2800.0,969.631,-0.781831,0.62349,21,2017-10-08
24286,1011,22,51.32,2641.0,892.815,-0.781831,0.62349,22,2017-10-08
24287,1011,23,44.09,2383.0,808.618,-0.781831,0.62349,23,2017-10-08
24288,1012,0,43.38,2087.0,726.595,0.0,1.0,0,2017-10-09
24289,1012,1,39.15,1987.0,664.42,0.0,1.0,1,2017-10-09
24290,1012,2,37.3,1947.0,615.568,0.0,1.0,2,2017-10-09
24291,1012,3,35.0,1988.0,563.096,0.0,1.0,3,2017-10-09
24292,1012,4,38.36,2016.0,489.419,0.0,1.0,4,2017-10-09
24293,1012,5,40.95,2088.0,404.814,0.0,1.0,5,2017-10-09
24294,1012,6,54.28,2383.0,324.046,0.0,1.0,6,2017-10-09
24295,1012,7,64.73,2679.0,236.032,0.0,1.0,7,2017-10-09
24296,1012,8,64.05,2952.0,136.04,0.0,1.0,8,2017-10-09
24297,1012,9,64.79,3055.0,65.413,0.0,1.0,9,2017-10-09
24298,1012,10,64.12,3024.0,39.555,0.0,1.0,10,2017-10-09
24299,1012,11,63.04,3118.0,42.061,0.0,1.0,11,2017-10-09
24300,1012,12,60.58,3125.0,60.534,0.0,1.0,12,2017-10-09
24301,1012,13,53.71,2870.0,87.103,0.0,1.0,13,2017-10-09
24302,1012,14,57.11,2644.0,120.174,0.0,1.0,14,2017-10-09
24303,1012,15,58.0,2895.0,157.279,0.0,1.0,15,2017-10-09
24304,1012,16,64.31,3028.0,193.683,0.0,1.0,16,2017-10-09
24305,1012,17,74.0,3122.0,211.569,0.0,1.0,17,2017-10-09
24306,1012,18,80.0,3275.0,206.936,0.0,1.0,18,2017-10-09
24307,1012,19,91.48,3483.0,199.032,0.0,1.0,19,2017-10-09
24308,1012,20,67.91,3346.0,198.202,0.0,1.0,20,2017-10-09
24309,1012,21,61.0,3214.0,186.855,0.0,1.0,21,2017-10-09
24310,1012,22,51.77,2965.0,164.094,0.0,1.0,22,2017-10-09
24311,1012,23,50.54,2655.0,144.475,0.0,1.0,23,2017-10-09
24312,1013,0,49.64,2310.0,112.072,0.781831,0.62349,0,2017-10-10
24313,1013,1,46.46,2188.0,97.827,0.781831,0.62349,1,2017-10-10
24314,1013,2,44.21,2169.0,86.935,0.781831,0.62349,2,2017-10-10
24315,1013,3,44.23,2122.0,76.958,0.781831,0.62349,3,2017-10-10
24316,1013,4,44.25,2150.0,69.867,0.781831,0.62349,4,2017-10-10
24317,1013,5,48.78,2212.0,67.287,0.781831,0.62349,5,2017-10-10
24318,1013,6,67.81,2476.0,65.888,0.781831,0.62349,6,2017-10-10
24319,1013,7,70.59,2745.0,61.71,0.781831,0.62349,7,2017-10-10
24320,1013,8,87.58,2970.0,54.377,0.781831,0.62349,8,2017-10-10
24321,1013,9,72.0,2988.0,48.229,0.781831,0.62349,9,2017-10-10
24322,1013,10,55.0,2958.0,44.527,0.781831,0.62349,10,2017-10-10
24323,1013,11,48.85,3035.0,49.153,0.781831,0.62349,11,2017-10-10
24324,1013,12,47.87,3010.0,67.071,0.781831,0.62349,12,2017-10-10
24325,1013,13,46.46,2806.0,89.715,0.781831,0.62349,13,2017-10-10
24326,1013,14,48.87,2654.0,116.88,0.781831,0.62349,14,2017-10-10
24327,1013,15,50.77,2912.0,159.119,0.781831,0.62349,15,2017-10-10
24328,1013,16,65.23,3034.0,213.44,0.781831,0.62349,16,2017-10-10
24329,1013,17,75.38,3054.0,236.951,0.781831,0.62349,17,2017-10-10
24330,1013,18,86.64,3250.0,213.194,0.781831,0.62349,18,2017-10-10
24331,1013,19,106.0,3535.0,175.659,0.781831,0.62349,19,2017-10-10
24332,1013,20,74.1,3372.0,144.068,0.781831,0.62349,20,2017-10-10
24333,1013,21,75.0,3199.0,119.818,0.781831,0.62349,21,2017-10-10
24334,1013,22,61.0,2977.0,103.795,0.781831,0.62349,22,2017-10-10
24335,1013,23,56.28,2687.0,102.082,0.781831,0.62349,23,2017-10-10
24336,1014,0,55.0,2440.0,188.093,0.974928,-0.222521,0,2017-10-11
24337,1014,1,50.0,2327.0,216.743,0.974928,-0.222521,1,2017-10-11
24338,1014,2,44.15,2270.0,245.997,0.974928,-0.222521,2,2017-10-11
24339,1014,3,44.15,2220.0,271.95,0.974928,-0.222521,3,2017-10-11
24340,1014,4,44.15,2242.0,278.074,0.974928,-0.222521,4,2017-10-11
24341,1014,5,47.6,2370.0,274.975,0.974928,-0.222521,5,2017-10-11
24342,1014,6,56.2,2571.0,276.882,0.974928,-0.222521,6,2017-10-11
24343,1014,7,69.25,2773.0,273.229,0.974928,-0.222521,7,2017-10-11
24344,1014,8,69.1,3030.0,255.52,0.974928,-0.222521,8,2017-10-11
24345,1014,9,62.51,3185.0,215.311,0.974928,-0.222521,9,2017-10-11
24346,1014,10,48.79,3144.0,184.273,0.974928,-0.222521,10,2017-10-11
24347,1014,11,45.95,3006.0,185.951,0.974928,-0.222521,11,2017-10-11
24348,1014,12,44.0,2992.0,200.98,0.974928,-0.222521,12,2017-10-11
24349,1014,13,41.99,2846.0,218.648,0.974928,-0.222521,13,2017-10-11
24350,1014,14,44.0,2745.0,243.273,0.974928,-0.222521,14,2017-10-11
24351,1014,15,48.0,2698.0,260.02,0.974928,-0.222521,15,2017-10-11
24352,1014,16,55.0,2748.0,251.883,0.974928,-0.222521,16,2017-10-11
24353,1014,17,60.36,2886.0,228.842,0.974928,-0.222521,17,2017-10-11
24354,1014,18,77.79,3125.0,192.567,0.974928,-0.222521,18,2017-10-11
24355,1014,19,100.0,3467.0,155.405,0.974928,-0.222521,19,2017-10-11
24356,1014,20,77.86,3453.0,126.447,0.974928,-0.222521,20,2017-10-11
24357,1014,21,62.54,3116.0,107.348,0.974928,-0.222521,21,2017-10-11
24358,1014,22,58.67,2865.0,101.52,0.974928,-0.222521,22,2017-10-11
24359,1014,23,51.77,2624.0,103.071,0.974928,-0.222521,23,2017-10-11
24360,1015,0,49.5,2344.0,113.093,0.433884,-0.900969,0,2017-10-12
24361,1015,1,45.76,2183.0,124.636,0.433884,-0.900969,1,2017-10-12
24362,1015,2,45.45,2108.0,130.532,0.433884,-0.900969,2,2017-10-12
24363,1015,3,44.08,2108.0,129.792,0.433884,-0.900969,3,2017-10-12
24364,1015,4,44.08,2151.0,134.802,0.433884,-0.900969,4,2017-10-12
24365,1015,5,45.93,2267.0,143.543,0.433884,-0.900969,5,2017-10-12
24366,1015,6,54.57,2561.0,146.036,0.433884,-0.900969,6,2017-10-12
24367,1015,7,66.39,2859.0,138.757,0.433884,-0.900969,7,2017-10-12
24368,1015,8,66.46,3127.0,116.127,0.433884,-0.900969,8,2017-10-12
24369,1015,9,64.99,3213.0,85.698,0.433884,-0.900969,9,2017-10-12
24370,1015,10,48.69,3062.0,62.83,0.433884,-0.900969,10,2017-10-12
24371,1015,11,44.99,3042.0,53.221,0.433884,-0.900969,11,2017-10-12
24372,1015,12,43.24,3093.0,59.144,0.433884,-0.900969,12,2017-10-12
24373,1015,13,42.0,2873.0,78.043,0.433884,-0.900969,13,2017-10-12
24374,1015,14,44.0,2883.0,107.421,0.433884,-0.900969,14,2017-10-12
24375,1015,15,45.59,2832.0,139.105,0.433884,-0.900969,15,2017-10-12
24376,1015,16,55.0,2883.0,161.59,0.433884,-0.900969,16,2017-10-12
24377,1015,17,61.0,2943.0,164.795,0.433884,-0.900969,17,2017-10-12
24378,1015,18,64.1,3204.0,154.084,0.433884,-0.900969,18,2017-10-12
24379,1015,19,73.54,3519.0,139.185,0.433884,-0.900969,19,2017-10-12
24380,1015,20,69.02,3429.0,126.27,0.433884,-0.900969,20,2017-10-12
24381,1015,21,59.29,3134.0,120.132,0.433884,-0.900969,21,2017-10-12
24382,1015,22,54.57,2849.0,121.035,0.433884,-0.900969,22,2017-10-12
24383,1015,23,49.6,2630.0,127.333,0.433884,-0.900969,23,2017-10-12
24384,1016,0,48.2,2441.0,161.632,-0.433884,-0.900969,0,2017-10-13
24385,1016,1,48.1,2307.0,176.799,-0.433884,-0.900969,1,2017-10-13
24386,1016,2,47.06,2191.0,202.452,-0.433884,-0.900969,2,2017-10-13
24387,1016,3,46.58,2184.0,224.287,-0.433884,-0.900969,3,2017-10-13
24388,1016,4,43.9,2231.0,233.074,-0.433884,-0.900969,4,2017-10-13
24389,1016,5,48.2,2303.0,242.951,-0.433884,-0.900969,5,2017-10-13
24390,1016,6,58.0,2541.0,254.51,-0.433884,-0.900969,6,2017-10-13
24391,1016,7,63.0,2809.0,254.738,-0.433884,-0.900969,7,2017-10-13
24392,1016,8,67.6,3079.0,239.726,-0.433884,-0.900969,8,2017-10-13
24393,1016,9,64.3,3323.0,218.496,-0.433884,-0.900969,9,2017-10-13
24394,1016,10,45.11,3191.0,195.451,-0.433884,-0.900969,10,2017-10-13
24395,1016,11,44.3,3192.0,188.933,-0.433884,-0.900969,11,2017-10-13
24396,1016,12,44.3,3313.0,206.064,-0.433884,-0.900969,12,2017-10-13
24397,1016,13,43.95,3120.0,241.753,-0.433884,-0.900969,13,2017-10-13
24398,1016,14,44.0,3166.0,299.153,-0.433884,-0.900969,14,2017-10-13
24399,1016,15,44.79,2971.0,364.6,-0.433884,-0.900969,15,2017-10-13
24400,1016,16,52.74,3055.0,407.587,-0.433884,-0.900969,16,2017-10-13
24401,1016,17,59.02,3205.0,399.338,-0.433884,-0.900969,17,2017-10-13
24402,1016,18,65.0,3438.0,359.558,-0.433884,-0.900969,18,2017-10-13
24403,1016,19,68.84,3655.0,329.719,-0.433884,-0.900969,19,2017-10-13
24404,1016,20,67.33,3542.0,329.559,-0.433884,-0.900969,20,2017-10-13
24405,1016,21,54.83,3216.0,356.15,-0.433884,-0.900969,21,2017-10-13
24406,1016,22,54.37,3043.0,406.724,-0.433884,-0.900969,22,2017-10-13
24407,1016,23,48.2,2643.0,465.177,-0.433884,-0.900969,23,2017-10-13
24408,1017,0,52.72,2549.0,616.338,-0.974928,-0.222521,0,2017-10-14
24409,1017,1,49.94,2485.0,663.912,-0.974928,-0.222521,1,2017-10-14
24410,1017,2,44.12,2332.0,712.555,-0.974928,-0.222521,2,2017-10-14
24411,1017,3,43.42,2316.0,744.798,-0.974928,-0.222521,3,2017-10-14
24412,1017,4,43.06,2350.0,739.204,-0.974928,-0.222521,4,2017-10-14
24413,1017,5,42.74,2367.0,714.946,-0.974928,-0.222521,5,2017-10-14
24414,1017,6,48.37,2527.0,698.485,-0.974928,-0.222521,6,2017-10-14
24415,1017,7,53.5,2525.0,686.088,-0.974928,-0.222521,7,2017-10-14
24416,1017,8,51.15,2717.0,655.862,-0.974928,-0.222521,8,2017-10-14
24417,1017,9,47.84,2979.0,606.812,-0.974928,-0.222521,9,2017-10-14
24418,1017,10,47.0,3137.0,558.773,-0.974928,-0.222521,10,2017-10-14
24419,1017,11,42.38,3142.0,528.306,-0.974928,-0.222521,11,2017-10-14
24420,1017,12,42.03,3089.0,532.525,-0.974928,-0.222521,12,2017-10-14
24421,1017,13,42.03,2971.0,575.918,-0.974928,-0.222521,13,2017-10-14
24422,1017,14,41.62,2621.0,648.2,-0.974928,-0.222521,14,2017-10-14
24423,1017,15,40.4,2446.0,701.463,-0.974928,-0.222521,15,2017-10-14
24424,1017,16,42.38,2743.0,686.906,-0.974928,-0.222521,16,2017-10-14
24425,1017,17,46.43,2832.0,618.648,-0.974928,-0.222521,17,2017-10-14
24426,1017,18,50.64,3333.0,569.783,-0.974928,-0.222521,18,2017-10-14
24427,1017,19,63.16,3583.0,578.834,-0.974928,-0.222521,19,2017-10-14
24428,1017,20,54.57,3412.0,620.199,-0.974928,-0.222521,20,2017-10-14
24429,1017,21,48.37,2996.0,654.94,-0.974928,-0.222521,21,2017-10-14
24430,1017,22,47.1,2714.0,668.508,-0.974928,-0.222521,22,2017-10-14
24431,1017,23,43.9,2541.0,677.051,-0.974928,-0.222521,23,2017-10-14
24432,1018,0,42.03,2313.0,712.356,-0.781831,0.62349,0,2017-10-15
24433,1018,1,41.0,2136.0,685.469,-0.781831,0.62349,1,2017-10-15
24434,1018,2,37.0,1988.0,671.482,-0.781831,0.62349,2,2017-10-15
24435,1018,3,35.63,1917.0,650.582,-0.781831,0.62349,3,2017-10-15
24436,1018,4,35.57,1905.0,613.493,-0.781831,0.62349,4,2017-10-15
24437,1018,5,36.14,1930.0,583.262,-0.781831,0.62349,5,2017-10-15
24438,1018,6,38.54,2010.0,558.38,-0.781831,0.62349,6,2017-10-15
24439,1018,7,40.16,1990.0,521.244,-0.781831,0.62349,7,2017-10-15
24440,1018,8,40.77,2148.0,461.825,-0.781831,0.62349,8,2017-10-15
24441,1018,9,41.38,2343.0,389.815,-0.781831,0.62349,9,2017-10-15
24442,1018,10,42.0,2263.0,334.334,-0.781831,0.62349,10,2017-10-15
24443,1018,11,39.59,2108.0,314.745,-0.781831,0.62349,11,2017-10-15
24444,1018,12,38.27,2460.0,320.104,-0.781831,0.62349,12,2017-10-15
24445,1018,13,37.37,2400.0,337.947,-0.781831,0.62349,13,2017-10-15
24446,1018,14,35.0,1908.0,359.963,-0.781831,0.62349,14,2017-10-15
24447,1018,15,37.92,2081.0,373.218,-0.781831,0.62349,15,2017-10-15
24448,1018,16,42.02,2052.0,354.235,-0.781831,0.62349,16,2017-10-15
24449,1018,17,44.64,2122.0,297.463,-0.781831,0.62349,17,2017-10-15
24450,1018,18,50.0,2441.0,242.287,-0.781831,0.62349,18,2017-10-15
24451,1018,19,55.91,2800.0,218.368,-0.781831,0.62349,19,2017-10-15
24452,1018,20,55.91,2912.0,198.979,-0.781831,0.62349,20,2017-10-15
24453,1018,21,51.12,2788.0,169.016,-0.781831,0.62349,21,2017-10-15
24454,1018,22,48.35,2640.0,150.685,-0.781831,0.62349,22,2017-10-15
